index,class,guid,solidMass,centreOfMassX,centreOfMassY,centreOfMassZ,surfaceArea,maxFaceMass,maxFaceCentreOfMassX,maxFaceCentreOfMassY,maxFaceCentreOfMassZ,maxFaceAxisLocationX,maxFaceAxisLocationY,maxFaceAxisLocationZ,maxFaceAxisDirectX,maxFaceAxisDirectY,maxFaceAxisDirectZ,maxFacePerimeter,maxFaceMaxEdgeCentreX,maxFaceMaxEdgeCentreY,maxFaceMaxEdgeCentreZ,maxFaceMinEdgeCentreX,maxFaceMinEdgeCentreY,maxFaceMinEdgeCentreZ,maxFaceEdgeLengthAverage,maxFaceEdgeLengthVariance,minFaceMass,minFaceCentreOfMassX,minFaceCentreOfMassY,minFaceCentreOfMassZ,minFaceAxisLocationX,minFaceAxisLocationY,minFaceAxisLocationZ,minFaceAxisDirectX,minFaceAxisDirectY,minFaceAxisDirectZ,minFacePerimeter,minFaceMaxEdgeCentreX,minFaceMaxEdgeCentreY,minFaceMaxEdgeCentreZ,minFaceMinEdgeCentreX,minFaceMinEdgeCentreY,minFaceMinEdgeCentreZ,minFaceEdgeLengthAverage,minFaceEdgeLengthVariance,faceMassAverage,faceMassVariance,edgeCount,edgeLenSum,assembly_no
2497,ZGP,5b8c7ab1-0000-1d31-3135-333539333737,1850291.489,452504,4186.945044,1085.0004,291849.1539,132163.6778,452511,4186.945044,1085.0004,452511,4139.321565,1085.0004,1,-1.80E-18,0,1965.842734,452511,4266.000016,1085.0004,452511,4132.532182,1481.33979,81.91011392,48454.11954,76.8899138,452504,4132.532182,1481.33979,452504,4132.532182,1481.33979,0,-0.760405966,0.649448048,38.9842734,452497,4132.532182,1481.33979,452497,4132.532182,1481.33979,9.74606835,18.09593448,11224.96746,1227614107,72,4267.685468,C3-JD-25
2498,ZGP,5b8c7ab1-0000-1d34-3135-333539333737,2348552.676,453125,4100.000016,1322.434292,378705.518,74400,453125,4100.000016,1399.000451,453125,4100.000016,1399.000451,-8.92E-13,0,1,1480,453125,4160.000016,1399.000451,452815,4100.000016,1399.000451,370,62500,1680,452668,4100.000016,1085.000481,452668,4100.000016,1085.000481,0,-4.85E-13,-1,268,452668,4040.000016,1085.000481,452668,4040.000016,1085.000481,67,2809,9965.934684,262650617.7,108,9979.382891,C3-JD-25
2499,ZGP,5b8c7ab1-0000-1d37-3135-333539333737,2348552.725,453125,4100.000016,847.5666692,378705.5259,74400.00373,453125,4100.000016,771.0005115,453125,4100.000016,771.0005115,-1.00E-09,2.72E-12,-1,1480.000062,453125,4040.000016,771.0005115,452815,4100.000016,771.0005118,370.0000156,62500.00778,1680,452668,4100.000016,1085.000481,452668,4100.000016,1085.000481,1.00E-09,-4.85E-13,1,268,452668,4040.000016,1085.000481,452668,4040.000016,1085.000481,67,2809,9965.934893,262650637.8,108,9979.383009,C3-JD-25
2500,ZGP,5b8c7ab1-0000-1d3a-3135-333539333737,7925984.437,456406.5116,4224.499998,659.9999294,1393403.519,660498.7031,456406.5116,4224.499998,665.9999294,455257.9049,4224.499983,665.9999294,7.08E-17,-3.92E-19,1,6033.842752,456420,4105.999993,665.9999294,455031.5322,4128.660581,665.9999294,251.4101147,575120.5075,65.90563924,455031.5322,4128.660581,659.9999294,455031.5322,4128.660581,659.9999294,-0.76040596,-0.649448055,-2.80E-14,34.98427321,455031.5322,4128.660581,653.9999294,455031.5322,4128.660581,653.9999294,8.746068302,10.5880715,53592.44305,30771047495,72,12355.6855,C3-JD-25
2501,ZGP,5b8c7ab1-0000-1d3d-3135-333539333737,4695600.001,456402.5,4350.000016,659.9999015,752420.0001,335400.0001,456402.5,4357.000016,659.9999015,456402.5,4357.000016,659.9999015,0,1,-5.69E-19,5829.999999,456402.5,4357.000016,599.9999015,455005,4357.000016,659.9999016,1457.5,1788906.249,1680,455005,4350.000016,659.9999016,455005,4350.000016,659.9999016,-1,0,6.87E-09,268,455005,4350.000016,599.9999016,455005,4350.000016,599.9999016,67,2809,125403.3333,22283050429,12,11716,C3-JD-25
2502,ZGP,5b8c7ab1-0000-1d40-3135-333539333737,7925984.437,456406.5116,4224.499998,1509.999929,1393403.519,660498.7031,456406.5116,4224.499998,1515.999929,455257.9049,4224.499983,1515.999929,7.08E-17,-3.92E-19,1,6033.842752,456420,4105.999993,1515.999929,455013.1454,4139.928005,1515.999929,251.4101147,575120.5075,65.90563886,455013.1454,4139.928005,1509.999929,455013.1454,4139.928005,1509.999929,-0.233445361,-0.972369921,0,34.98427314,455013.1454,4139.928005,1503.999929,455013.1454,4139.928005,1503.999929,8.746068286,10.5880716,53592.44305,30771047495,72,12355.6855,C3-JD-25
2503,ZGP,5b8c7ab1-0000-1d43-3135-333539333737,4695600.001,456402.5,4350.000016,1509.999902,752420.0001,335400.0001,456402.5,4357.000016,1509.999902,456402.5,4357.000016,1509.999902,0,1,-5.69E-19,5829.999999,456402.5,4357.000016,1449.999902,455005,4357.000016,1509.999902,1457.5,1788906.249,1680,455005,4350.000016,1509.999902,455005,4350.000016,1509.999902,-1,0,6.87E-09,268,455005,4350.000016,1449.999902,455005,4350.000016,1449.999902,67,2809,125403.3333,22283050429,12,11716,C3-JD-25
2504,ZGP,5b8c7ab1-0000-1d46-3135-333539333737,7925984.437,456406.5116,4224.499998,2341.999929,1393403.519,660498.7031,456406.5116,4224.499998,2347.999929,455257.9049,4224.499983,2347.999929,7.08E-17,-3.92E-19,1,6033.842752,456420,4343.000002,2347.999929,455013.1454,4139.928005,2347.999929,251.4101147,575120.5074,65.90563886,455013.1454,4139.928005,2341.999929,455013.1454,4139.928005,2341.999929,-0.233445361,-0.972369921,0,34.98427314,455013.1454,4139.928005,2335.999929,455013.1454,4139.928005,2335.999929,8.746068286,10.5880716,53592.44305,30771047494,72,12355.6855,C3-JD-25
2505,ZGP,5b8c7ab1-0000-1d49-3135-333539333737,4695600.001,456402.5,4350.000016,2341.999902,752420.0001,335400.0001,456402.5,4357.000016,2341.999902,456402.5,4357.000016,2341.999902,0,1,-5.69E-19,5829.999999,456402.5,4357.000016,2281.999902,455005,4357.000016,2341.999902,1457.5,1788906.249,1680,455005,4350.000016,2341.999902,455005,4350.000016,2341.999902,-1,0,6.87E-09,268,455005,4350.000016,2281.999902,455005,4350.000016,2281.999902,67,2809,125403.3333,22283050429,12,11716,C3-JD-25
2506,ZGP,5b8c7ab1-0000-1d4c-3135-333539333737,1850291.489,457121,4186.945044,1084.999931,291849.1539,132163.6778,457128,4186.945044,1084.999931,457128,4139.321565,1084.999931,1,-1.80E-18,0,1965.842734,457128,4266.000016,1084.999931,457128,4138.236119,1490.6473,81.91011392,48454.11954,76.8899138,457121,4138.236119,1490.6473,457121,4138.236119,1490.6473,0,-0.923879533,0.382683432,38.9842734,457114,4138.236119,1490.6473,457114,4138.236119,1490.6473,9.74606835,18.09593448,11224.96746,1227614107,72,4267.685468,C3-JD-25
2507,ZGP,5b8c7ab1-0000-1d4f-3135-333539333737,1850291.489,455879,4186.945044,1084.999931,291849.1539,132163.6778,455886,4186.945044,1084.999931,455886,4139.321565,1084.999931,1,-1.80E-18,0,1965.842734,455886,4266.000016,1084.999931,455886,4139.928051,1495.85453,81.91011392,48454.11954,76.88991381,455879,4139.928051,1495.85453,455879,4139.928051,1495.85453,0,-0.97236992,0.233445364,38.9842734,455872,4139.928051,1495.85453,455872,4139.928051,1495.85453,9.74606835,18.09593448,11224.96746,1227614107,72,4267.685468,C3-JD-25
2508,ZGP,5b8c7ab1-0000-1d52-3135-333539333737,2348552.676,456500,4100.000016,1322.433822,378705.518,74400,456500,4100.000016,1398.999981,456500,4100.000016,1398.999981,-8.92E-13,0,1,1480,456500,4160.000016,1398.999981,456190,4100.000016,1398.999981,370,62500,1680,456043,4100.000016,1085.000012,456043,4100.000016,1085.000012,0,-4.85E-13,-1,268,456043,4040.000016,1085.000012,456043,4040.000016,1085.000012,67,2809,9965.934685,262650617.7,108,9979.38289,C3-JD-25
2509,ZGP,5b8c7ab1-0000-1d55-3135-333539333737,2348552.724,456500,4100.000016,847.5661995,378705.5259,74400.00373,456500,4100.000016,771.0000418,456500,4100.000016,771.0000418,-1.00E-09,2.72E-12,-1,1480.000062,456500,4040.000016,771.0000418,456190,4100.000016,771.0000421,370.0000156,62500.00778,1680,456043,4100.000016,1085.000012,456043,4100.000016,1085.000012,1.00E-09,-4.85E-13,1,268,456043,4040.000016,1085.000012,456043,4040.000016,1085.000012,67,2809,9965.934893,262650637.8,108,9979.383009,C3-JD-25
2510,BFP,5b8c7ab1-0000-1d58-3135-333539333737,59258934.63,452655.9903,13425.9276,2339.792584,5443421.39,2469122.276,452655.9903,13427.20672,2327.860951,448995.8624,13496.17964,2335.2551,3.96E-17,0.106592899,-0.994302748,21049.0349,452654,13307.93095,2315.074152,447542.8804,13545.12671,2340.502406,1503.502493,12827601.78,69.36665046,447542.8804,13543.84759,2352.434038,447542.8804,13543.84759,2352.434039,-1,3.09E-10,3.32E-11,53.78055421,447542.8804,13542.56848,2364.365672,447542.8804,13542.56848,2364.365672,13.44513855,111.4051002,340213.8369,6.54E+11,42,42434.0698,C3-JD-25
2511,BFP,5b8c7ab1-0000-1d5f-3135-333539333737,59258934.63,452655.9903,13482.42184,1812.812127,5443421.39,2469122.276,452655.9903,13483.70095,1800.880495,448995.8624,13552.67387,1808.274644,3.96E-17,0.106592899,-0.994302748,21049.0349,452654,13364.42519,1788.093695,447542.8804,13601.62094,1813.52195,1503.502493,12827601.78,69.36665046,447542.8804,13600.34183,1825.453582,447542.8804,13600.34183,1825.453583,-1,3.09E-10,3.32E-11,53.78055422,447542.8804,13599.06271,1837.385216,447542.8804,13599.06271,1837.385216,13.44513855,111.4051001,340213.8369,6.54E+11,42,42434.0698,C3-JD-25
2512,BFP,5b8c7ab1-0000-1d66-3135-333539333737,24698934.1,445344.0166,13482.36508,1812.806043,2275421.341,1029122.254,445344.0166,13483.64419,1800.87441,446861.2804,13552.67387,1808.274644,-2.40E-17,0.106592899,-0.994302748,9049.034715,445346,13364.42519,1788.093695,447457.1195,13601.62094,1813.52195,646.3596225,2199666.674,69.36665058,447457.1195,13600.34183,1825.453582,447457.1195,13600.34183,1825.453583,1,2.80E-10,3.01E-11,53.78055421,447457.1195,13599.06271,1837.385216,447457.1195,13599.06271,1837.385216,13.44513855,111.4051002,142213.8338,1.13E+11,42,18434.06943,C3-JD-25
2513,BFP,5b8c7ab1-0000-1d6d-3135-333539333737,24698934.1,445344.0166,13425.87084,2339.786499,2275421.341,1029122.254,445344.0166,13427.14996,2327.854866,446861.2804,13496.17964,2335.2551,-2.40E-17,0.106592899,-0.994302748,9049.034715,445346,13307.93095,2315.074152,447457.1195,13545.12671,2340.502406,646.3596225,2199666.674,69.36665058,447457.1195,13543.84759,2352.434038,447457.1195,13543.84759,2352.434039,1,2.80E-10,3.01E-11,53.78055421,447457.1195,13542.56848,2364.365672,447457.1195,13542.56848,2364.365672,13.44513855,111.4051002,142213.8338,1.13E+11,42,18434.06943,C3-JD-25
2514,BFP,5b8c7ab1-0000-1d74-3135-333539333737,14776845.12,445640.1217,13530.48579,1551.446337,1633345.206,738842.256,445640.1217,13529.41986,1561.389364,446945.9947,13584.25768,1567.268179,-5.21E-17,-0.106592899,0.994302748,7783.034715,445642.5,13430.09937,1550.741844,447457.1195,13627.52302,1571.906382,555.931051,1632076.84,57.80554136,447457.1195,13628.58895,1561.963354,447457.1195,13628.58895,1561.963354,1,-1.60E-10,-1.72E-11,45.78055414,447457.1195,13629.65488,1552.020327,447457.1195,13629.65488,1552.020327,11.44513853,73.1856547,102084.0754,58494224113,42,15846.06943,C3-JD-25
2515,BFP,5b8c7ab1-0000-1d7b-3135-333539333737,14776845.12,445640.1217,13473.99156,2078.426793,1633345.206,738842.256,445640.1217,13472.92563,2088.36982,446945.9947,13527.76344,2094.248635,-5.21E-17,-0.106592899,0.994302748,7783.034715,445642.5,13373.60514,2077.7223,447457.1195,13571.02878,2098.886838,555.9310511,1632076.84,57.80554135,447457.1195,13572.09471,2088.943811,447457.1195,13572.09471,2088.943811,1,-1.60E-10,-1.72E-11,45.78055414,447457.1195,13573.16064,2079.000783,447457.1195,13573.16064,2079.000783,11.44513854,73.18565466,102084.0754,58494224116,42,15846.06943,C3-JD-25
2516,BFP,5b8c7ab1-0000-1d82-3135-333539333737,14776845.12,449359.8783,13530.48579,1551.446337,1633345.206,738842.256,449359.8783,13531.55172,1541.503309,448054.0053,13586.38954,1547.382124,5.21E-17,0.106592899,-0.994302748,7783.034715,449357.5,13432.23123,1530.855789,447542.8805,13629.65488,1552.020327,555.931051,1632076.84,57.80554138,447542.8805,13628.58895,1561.963354,447542.8805,13628.58895,1561.963354,-1,-1.60E-10,-1.72E-11,45.78055414,447542.8805,13629.65488,1552.020327,447542.8805,13629.65488,1552.020327,11.44513853,73.1856547,102084.0754,58494224113,42,15846.06943,C3-JD-25
2517,BFP,5b8c7ab1-0000-1d89-3135-333539333737,14776845.12,449359.8783,13473.99156,2078.426793,1633345.206,738842.256,449359.8783,13472.92563,2088.36982,448054.0053,13527.76344,2094.248635,6.90E-17,-0.106592899,0.994302748,7783.034715,449357.5,13373.60514,2077.7223,447542.8805,13571.02878,2098.886838,555.9310511,1632076.84,57.80554158,447542.8805,13572.09471,2088.943811,447542.8805,13572.09471,2088.943811,-1,-1.60E-10,-1.72E-11,45.78055414,447542.8805,13573.16064,2079.000783,447542.8805,13573.16064,2079.000783,11.44513854,73.18565466,102084.0754,58494224116,42,15846.06943,C3-JD-25
2518,BFP,5b8c7ab1-0000-1d90-3135-333539333737,59258934.63,452655.9903,-20425.9276,2339.792584,5443421.39,2469122.276,452655.9903,-20424.64849,2351.724217,448995.8624,-20493.62141,2359.118366,3.96E-17,0.106592899,0.994302748,21049.0349,452654,-20305.37272,2338.937418,447542.8804,-20542.56848,2364.365672,1503.502493,12827601.78,69.36665062,447542.8804,-20543.84759,2352.434039,447542.8804,-20543.84759,2352.434039,-1,-3.09E-10,3.31E-11,53.78055422,447542.8804,-20545.12671,2340.502406,447542.8804,-20545.12671,2340.502406,13.44513855,111.4051001,340213.8369,6.54E+11,42,42434.0698,C3-JD-25
2519,BFP,5b8c7ab1-0000-1d97-3135-333539333737,59258934.63,452655.9903,-20482.42184,1812.812127,5443421.39,2469122.276,452655.9903,-20483.70095,1800.880495,448995.8624,-20552.67387,1808.274644,-3.37E-17,-0.106592899,-0.994302748,21049.0349,452654,-20364.42519,1788.093695,447542.8804,-20601.62094,1813.52195,1503.502493,12827601.78,69.36665062,447542.8804,-20600.34183,1825.453583,447542.8804,-20600.34183,1825.453583,-1,-3.09E-10,3.31E-11,53.78055421,447542.8804,-20601.62094,1813.52195,447542.8804,-20601.62094,1813.52195,13.44513855,111.4051002,340213.8369,6.54E+11,42,42434.0698,C3-JD-25
2520,BFP,5b8c7ab1-0000-1d9e-3135-333539333737,24698934.1,445344.0166,-20482.36508,1812.806043,2275421.341,1029122.254,445344.0166,-20481.08596,1824.737676,446861.2804,-20550.11564,1832.13791,-2.40E-17,0.106592899,0.994302748,9049.034715,445346,-20361.86696,1811.956961,447457.1195,-20599.06271,1837.385216,646.3596225,2199666.674,69.36665058,447457.1195,-20600.34183,1825.453583,447457.1195,-20600.34183,1825.453583,1,-2.80E-10,3.01E-11,53.78055421,447457.1195,-20601.62094,1813.52195,447457.1195,-20601.62094,1813.52195,13.44513855,111.4051002,142213.8338,1.13E+11,42,18434.06943,C3-JD-25
2521,BFP,5b8c7ab1-0000-1da5-3135-333539333737,24698934.1,445344.0166,-20425.87084,2339.786499,2275421.341,1029122.254,445344.0166,-20424.59173,2351.718132,446861.2804,-20493.62141,2359.118366,-2.40E-17,0.106592899,0.994302748,9049.034715,445346,-20305.37272,2338.937418,447457.1195,-20542.56848,2364.365672,646.3596225,2199666.674,69.36665057,447457.1195,-20543.84759,2352.434039,447457.1195,-20543.84759,2352.434039,1,-2.80E-10,3.01E-11,53.7805542,447457.1195,-20545.12671,2340.502406,447457.1195,-20545.12671,2340.502406,13.44513855,111.4051002,142213.8338,1.13E+11,42,18434.06943,C3-JD-25
2522,BFP,5b8c7ab1-0000-1dac-3135-333539333737,14776845.12,445640.1217,-20530.48579,1551.446337,1633345.206,738842.256,445640.1217,-20531.55172,1541.503309,446945.9947,-20586.38954,1547.382124,-5.21E-17,-0.106592899,-0.994302748,7783.034715,445642.5,-20432.23123,1530.855789,447457.1195,-20629.65488,1552.020327,555.931051,1632076.84,57.8055414,447457.1195,-20628.58895,1561.963354,447457.1195,-20628.58895,1561.963354,1,1.60E-10,-1.72E-11,45.78055415,447457.1195,-20627.52302,1571.906382,447457.1195,-20627.52302,1571.906382,11.44513854,73.18565466,102084.0754,58494224112,42,15846.06943,C3-JD-25
2523,BFP,5b8c7ab1-0000-1db7-3135-333539333737,14776845.12,445640.1217,-20473.99156,2078.426793,1633345.206,738842.256,445640.1217,-20475.05749,2068.483765,446945.9947,-20529.8953,2074.36258,-5.21E-17,-0.106592899,-0.994302748,7783.034715,445642.5,-20375.737,2057.836245,447457.1195,-20573.16064,2079.000783,555.931051,1632076.84,57.80554152,447457.1195,-20572.09471,2088.943811,447457.1195,-20572.09471,2088.943811,1,1.60E-10,-1.72E-11,45.78055414,447457.1195,-20571.02878,2098.886838,447457.1195,-20571.02878,2098.886838,11.44513854,73.18565466,102084.0754,58494224110,42,15846.06943,C3-JD-25
2524,BFP,5b8c7ab1-0000-1dbe-3135-333539333737,14776845.12,449359.8783,-20530.48579,1551.446337,1633345.206,738842.256,449359.8783,-20529.41986,1561.389364,448054.0053,-20584.25768,1567.268179,5.21E-17,0.106592899,0.994302748,7783.034715,449357.5,-20430.09937,1550.741844,447542.8805,-20627.52302,1571.906382,555.931051,1632076.84,57.80554156,447542.8805,-20628.58895,1561.963354,447542.8805,-20628.58895,1561.963354,-1,1.60E-10,-1.72E-11,45.78055415,447542.8805,-20629.65488,1552.020327,447542.8805,-20629.65488,1552.020327,11.44513854,73.18565461,102084.0754,58494224110,42,15846.06943,C3-JD-25
2525,BFP,5b8c7ab1-0000-1dc5-3135-333539333737,14776845.12,449359.8783,-20473.99156,2078.426793,1633345.206,738842.2559,449359.8783,-20475.05749,2068.483765,448054.0053,-20529.8953,2074.36258,6.90E-17,-0.106592899,-0.994302748,7783.034715,449357.5,-20375.737,2057.836245,447542.8805,-20573.16064,2079.000783,555.931051,1632076.84,57.80554156,447542.8805,-20572.09471,2088.943811,447542.8805,-20572.09471,2088.943811,-1,1.60E-10,-1.72E-11,45.78055415,447542.8805,-20573.16064,2079.000783,447542.8805,-20573.16064,2079.000783,11.44513854,73.18565466,102084.0754,58494224110,42,15846.06943,C3-JD-25
2526,TBP,5b8c7ab1-0000-1dcc-3135-333539333737,11935703.98,443750,-19009.70261,2487.934745,2496120.46,1193571.866,443745,-19009.70254,2487.935133,443745,-19149.4446,2595.30188,-1,-3.25E-10,-6.62E-12,10898.09957,443745,-18827.85866,2230.807053,443745,-20272.88736,2318.152879,31.86578821,20436.3248,29.98540042,443750,-20272.88732,2318.152869,443750,-20272.88732,2318.152869,7.27E-06,-0.956037287,0.29324513,25.99708009,443745,-20272.88736,2318.152879,443745,-20272.88736,2318.152879,6.499270022,12.25511038,7214.220983,8184794362,1028,25660.94441,C3-JD-25
2527,TBP,5b8c7ab1-0000-1deb-3135-333539333737,11935668.65,455000,-19009.69866,2487.935129,2496113.574,1193568.333,454995,-19009.69859,2487.935517,454995,-19149.44311,2595.30183,-1,-3.25E-10,-7.36E-12,10898.11757,454995,-18827.85866,2230.807053,454995,-20272.84823,2318.141028,31.86584085,20436.31984,30.23333677,455000,-20272.84819,2318.141017,455000,-20272.84819,2318.141017,7.27E-06,-0.956037287,0.29324513,26.04666735,454995,-20272.84823,2318.141028,454995,-20272.84823,2318.141028,6.511666838,12.16846825,7214.201081,8184745899,1028,25660.98042,C3-JD-25
2528,TBP,5b8c7ab1-0000-1e0a-3135-333539333737,9687200.712,443750,-14088.06604,2595.591217,2033668.66,968720.0712,443755,-14088.06604,2595.591217,443755,-14091.80416,2740.910211,1,9.62E-16,-3.85E-14,9622.851805,443755,-14081.94135,2349.455036,443755,-15287.31653,2875.378209,34.36732788,24047.08704,54.92135872,443750,-15287.31653,2875.378209,443750,-15287.31653,2875.378209,0,-0.257674239,0.966231849,30.98427174,443755,-15287.31653,2875.378209,443755,-15287.31653,2875.378209,7.746067936,5.080209749,7211.590994,6605948778,840,22045.70361,C3-JD-25
2529,TBP,5b8c7ab1-0000-1e21-3135-333539333737,9248873.038,443750,-16432.2398,2534.725169,1944524.224,924887.3038,443745,-16432.2398,2534.725169,443745,-16483.94813,2680.542875,-1,1.01E-14,-4.07E-13,9474.961595,443745,-16443.9117,2290.405942,443745,-15328.19951,2894.938099,33.96043582,22878.469,54.92134835,443750,-15328.19951,2894.938099,443750,-15328.19951,2894.938099,0,0.914026695,0.40565404,30.98426967,443755,-15328.19951,2894.938099,443755,-15328.19951,2894.938099,7.746067418,5.080212085,6920.015031,6042873307,837,21739.92319,C3-JD-25
2530,TBP,5b8c7ab1-0000-1e38-3135-333539333737,9687200.712,451250,-14088.06604,2595.591217,2033668.66,968720.0712,451255,-14088.06604,2595.591217,451255,-14091.80416,2740.910211,1,9.62E-16,-3.85E-14,9622.851805,451255,-14081.94135,2349.455036,451255,-15287.31653,2875.378209,34.36732788,24047.08704,54.92135872,451250,-15287.31653,2875.378209,451250,-15287.31653,2875.378209,0,-0.257674239,0.966231849,30.98427174,451255,-15287.31653,2875.378209,451255,-15287.31653,2875.378209,7.746067936,5.080209749,7211.590994,6605948778,840,22045.70361,C3-JD-25
2531,TBP,5b8c7ab1-0000-1e4f-3135-333539333737,9248873.038,451250,-16432.2398,2534.725169,1944524.224,924887.3038,451245,-16432.2398,2534.725169,451245,-16483.94813,2680.542875,-1,1.01E-14,-4.07E-13,9474.961595,451245,-16443.9117,2290.405942,451245,-15328.19951,2894.938099,33.96043582,22878.469,54.92134835,451250,-15328.19951,2894.938099,451250,-15328.19951,2894.938099,0,0.914026695,0.40565404,30.98426967,451255,-15328.19951,2894.938099,451255,-15328.19951,2894.938099,7.746067418,5.080212085,6920.015031,6042873307,837,21739.92319,C3-JD-25
2532,TBP,5b8c7ab1-0000-1e66-3135-333539333737,9687200.712,455000,-14088.06604,2595.591217,2033668.66,968720.0712,455005,-14088.06604,2595.591217,455005,-14091.80416,2740.910211,1,9.62E-16,-3.85E-14,9622.851805,455005,-14081.94135,2349.455036,455005,-15287.31653,2875.378209,34.36732788,24047.08704,54.92135872,455000,-15287.31653,2875.378209,455000,-15287.31653,2875.378209,0,-0.257674239,0.966231849,30.98427174,455005,-15287.31653,2875.378209,455005,-15287.31653,2875.378209,7.746067936,5.080209749,7211.590994,6605948778,840,22045.70361,C3-JD-25
2533,TBP,5b8c7ab1-0000-1e7d-3135-333539333737,9248873.038,455000,-16432.2398,2534.725169,1944524.224,924887.3038,454995,-16432.2398,2534.725169,454995,-16483.94813,2680.542875,-1,1.01E-14,-4.07E-13,9474.961595,454995,-16443.9117,2290.405942,454995,-15328.19951,2894.938099,33.96043582,22878.469,54.92134835,455000,-15328.19951,2894.938099,455000,-15328.19951,2894.938099,0,0.914026695,0.40565404,30.98426967,455005,-15328.19951,2894.938099,455005,-15328.19951,2894.938099,7.746067418,5.080212085,6920.015031,6042873307,837,21739.92319,C3-JD-25
2534,TBP,5b8c7ab1-0000-1e94-3135-333539333737,14323388.19,443750,-5129.376246,2826.029305,2994140.165,1432338.875,443745,-5129.376189,2826.029319,443745,-5230.617039,2965.52665,-1,-1.17E-13,-7.16E-13,12946.2584,443745,-5192.098577,2571.69903,443745,-3755.697141,3020.219349,34.15899314,33375.02607,49.04326439,443750,-3755.697141,3020.219349,443750,-3755.697141,3020.219349,0,0.434278708,-0.900778554,29.80865288,443755,-3755.697141,3020.219349,443755,-3755.697141,3020.219349,7.45216322,6.491472259,7838.06326,10683320011,1138,29854.80561,C3-JD-25
2535,TBP,5b8c7ab1-0000-1eaf-3135-333539333737,9687202.105,443750,-8089.949648,2745.544112,2033668.945,968720.2105,443755,-8089.949648,2745.544112,443755,-8093.678862,2890.863347,1,8.07E-15,-2.48E-13,9622.85236,443755,-8083.821819,2499.408059,443755,-9274.871542,3033.087414,34.36732986,24047.10298,54.9213667,443750,-9274.871542,3033.087414,443750,-9274.871542,3033.087414,0,-0.668249399,0.743937323,30.98427334,443755,-9274.871542,3033.087414,443755,-9274.871542,3033.087414,7.746068335,5.080207951,7211.592002,6605950680,840,22045.70472,C3-JD-25
2536,TBP,5b8c7ab1-0000-1ec6-3135-333539333737,14323388.19,451250,-5129.376246,2826.029305,2994140.165,1432338.875,451245,-5129.376189,2826.029319,451245,-5230.617039,2965.52665,-1,-1.17E-13,-7.16E-13,12946.2584,451245,-5192.098577,2571.69903,451245,-3755.697141,3020.219349,34.15899314,33375.02607,49.04326439,451250,-3755.697141,3020.219349,451250,-3755.697141,3020.219349,0,0.434278708,-0.900778554,29.80865288,451255,-3755.697141,3020.219349,451255,-3755.697141,3020.219349,7.45216322,6.491472259,7838.06326,10683320011,1138,29854.80561,C3-JD-25
2537,TBP,5b8c7ab1-0000-1ee1-3135-333539333737,9687202.105,451250,-8089.949648,2745.544112,2033668.945,968720.2105,451255,-8089.949648,2745.544112,451255,-8093.678862,2890.863347,1,8.07E-15,-2.48E-13,9622.85236,451255,-8083.821819,2499.408059,451255,-9274.871542,3033.087414,34.36732986,24047.10298,54.9213667,451250,-9274.871542,3033.087414,451250,-9274.871542,3033.087414,0,-0.668249399,0.743937323,30.98427334,451255,-9274.871542,3033.087414,451255,-9274.871542,3033.087414,7.746068335,5.080207951,7211.592002,6605950680,840,22045.70472,C3-JD-25
2538,TBP,5b8c7ab1-0000-1ef8-3135-333539333737,14323388.19,455000,-5129.376246,2826.029305,2994140.165,1432338.875,454995,-5129.376189,2826.029319,454995,-5230.617039,2965.52665,-1,-1.17E-13,-7.16E-13,12946.2584,454995,-5192.098577,2571.69903,454995,-3755.697141,3020.219349,34.15899314,33375.02607,49.04326439,455000,-3755.697141,3020.219349,455000,-3755.697141,3020.219349,0,0.434278708,-0.900778554,29.80865288,455005,-3755.697141,3020.219349,455005,-3755.697141,3020.219349,7.45216322,6.491472259,7838.06326,10683320011,1138,29854.80561,C3-JD-25
2539,TBP,5b8c7ab1-0000-1f13-3135-333539333737,9687202.105,455000,-8089.949648,2745.544112,2033668.945,968720.2105,455005,-8089.949648,2745.544112,455005,-8093.678862,2890.863347,1,8.07E-15,-2.48E-13,9622.85236,455005,-8083.821819,2499.408059,455005,-9274.871542,3033.087414,34.36732986,24047.10298,54.9213667,455000,-9274.871542,3033.087414,455000,-9274.871542,3033.087414,0,-0.668249399,0.743937323,30.98427334,455005,-9274.871542,3033.087414,455005,-9274.871542,3033.087414,7.746068335,5.080207951,7211.592002,6605950680,840,22045.70472,C3-JD-25
2540,TBP,5b8c7ab1-0000-1f2a-3135-333539333737,18945987.96,447500,-19001.03838,2488.783835,2541289.002,1184125.809,447492,-19001.03831,2488.784251,447492,-19107.96136,2604.742399,-1,-3.25E-10,-8.41E-12,10815.12678,447492,-18825.75885,2231.855647,447492,-19051.93494,2593.676425,32.77311146,21426.02849,79.84377788,447500,-19056.0278,2596.487901,447500,-19056.0278,2596.487901,-2.16E-10,0.645407966,0.763838044,41.98047224,447508,-19056.0278,2596.487901,447508,-19056.0278,2596.487901,10.49511806,30.30372517,7608.649708,8343861399,992,27355.70683,C3-JD-25
