index,class,guid,solidMass,centreOfMassX,centreOfMassY,centreOfMassZ,surfaceArea,maxFaceMass,maxFaceCentreOfMassX,maxFaceCentreOfMassY,maxFaceCentreOfMassZ,maxFaceAxisLocationX,maxFaceAxisLocationY,maxFaceAxisLocationZ,maxFaceAxisDirectX,maxFaceAxisDirectY,maxFaceAxisDirectZ,maxFacePerimeter,maxFaceMaxEdgeCentreX,maxFaceMaxEdgeCentreY,maxFaceMaxEdgeCentreZ,maxFaceMinEdgeCentreX,maxFaceMinEdgeCentreY,maxFaceMinEdgeCentreZ,maxFaceEdgeLengthAverage,maxFaceEdgeLengthVariance,minFaceMass,minFaceCentreOfMassX,minFaceCentreOfMassY,minFaceCentreOfMassZ,minFaceAxisLocationX,minFaceAxisLocationY,minFaceAxisLocationZ,minFaceAxisDirectX,minFaceAxisDirectY,minFaceAxisDirectZ,minFacePerimeter,minFaceMaxEdgeCentreX,minFaceMaxEdgeCentreY,minFaceMaxEdgeCentreZ,minFaceMinEdgeCentreX,minFaceMinEdgeCentreY,minFaceMinEdgeCentreZ,minFaceEdgeLengthAverage,minFaceEdgeLengthVariance,faceMassAverage,faceMassVariance,edgeCount,edgeLenSum,assembly_no
1,MXP,5b556bc7-0001-89ae-3135-333233323732,8268171.188,433128,-20209.36647,2172.516021,1450648.111,689014.2657,433134,-20209.36647,2172.516021,433134,-20314.84174,2250.445398,1,-3.49E-13,5.78E-13,6051.631617,433134,-19984.48882,1911.660026,433134,-20356.98031,2085.276594,31.35560423,8604.638099,58.54507903,433128,-20356.98031,2085.276594,433128,-20356.98031,2085.276594,0,-0.710952495,-0.703240037,33.75751317,433122,-20356.98031,2085.276594,433122,-20356.98031,2085.276594,8.439378293,12.67802694,7439.221081,4815159431,579,14419.26323,C3-JD-24
2,MXP,5b556bc7-0001-89c2-3135-333233323732,8268171.188,433654,-20209.36647,2172.516021,1450648.111,689014.2657,433660,-20209.36647,2172.516021,433660,-20314.84174,2250.445398,1,-3.49E-13,5.78E-13,6051.631617,433660,-19984.48882,1911.660026,433660,-20356.98031,2085.276594,31.35560423,8604.638099,58.54507903,433654,-20356.98031,2085.276594,433654,-20356.98031,2085.276594,0,-0.710952495,-0.703240037,33.75751317,433648,-20356.98031,2085.276594,433648,-20356.98031,2085.276594,8.439378293,12.67802694,7439.221081,4815159431,579,14419.26323,C3-JD-24
3,MXP,5b566d06-0000-0677-3135-333233393431,10157932.33,432485.2775,-20839.39816,1953.125744,642480.7217,253948.3084,432470.5551,-20840.89109,1939.671271,432470.5557,-20729.94209,1927.77764,-0.736123083,-0.072139806,-0.672992315,3364.574796,432470.5563,-20622.2354,1916.231667,432710.6568,-20719.40645,1664.024297,70.09530826,23862.12576,895.7157241,432725.3792,-20717.96366,1677.484143,432725.3792,-20717.96366,1677.484143,0.478599714,-0.758562122,-0.442183017,124.7857862,432740.1017,-20716.52086,1690.943989,432740.1017,-20716.52086,1690.943989,31.19644655,77.50255334,12849.61443,2458676330,144,8649.224056,C3-JD-24
4,MXP,5b566d06-0000-067b-3135-333233393431,1786604.134,432919.3188,-21015.83157,2034.478524,186456.6475,74441.8389,432919.2167,-21027.7724,2035.664251,432763.7192,-21037.80868,1921.210546,-0.008504569,-0.995069917,0.098810585,1565.540405,432901.0358,-21021.87674,2093.471555,432664.7667,-21043.79345,1852.424323,104.3693603,44091.01234,131.8112806,432664.8688,-21031.85261,1851.238596,432664.8688,-21031.85261,1851.238596,-0.981258168,-0.01071876,-0.192399367,58.9842734,432664.7667,-21043.79345,1852.424323,432664.7667,-21043.79345,1852.424323,14.74606835,85.63525098,10968.03809,559598393.9,45,3491.08081,C3-JD-24
5,MXP,5b566d06-0000-067e-3135-333233393431,1786604.134,432919.3206,-20667.80221,1997.170293,186456.6475,74441.8389,432919.4227,-20655.86137,1995.984566,432763.9252,-20665.89764,1881.530861,0.008504569,0.995069917,-0.098810585,1565.540405,432901.2417,-20649.96571,2053.79187,432663.5004,-20671.34885,1817.991113,104.3693603,44091.01234,131.81128,432658.0894,-20682.3022,1828.664393,432658.0894,-20682.3022,1828.664393,-0.786909742,-0.054311664,-0.614673329,58.9842734,432657.9874,-20694.24304,1829.85012,432657.9874,-20694.24304,1829.85012,14.74606835,85.635251,10968.03809,559598393.8,45,3491.08081,C3-JD-24
6,MXP,5b566d06-0000-0681-3135-333233393431,1786604.134,432919.3198,-20841.81685,2015.824536,186456.6475,74441.83893,432919.2177,-20853.75769,2017.010263,432763.7202,-20863.79397,1902.556558,-0.008504569,-0.995069917,0.098810585,1565.540405,432901.0368,-20847.86203,2074.817567,432656.0885,-20872.71607,1803.442923,104.3693603,44091.01233,131.8112794,432656.1906,-20860.77523,1802.257196,432656.1906,-20860.77523,1802.257196,-0.7325129,0.073464675,0.676777506,58.98427335,432656.0885,-20872.71607,1803.442923,432656.0885,-20872.71607,1803.442923,14.74606834,85.63525121,10968.03809,559598394.1,45,3491.08081,C3-JD-24
7,MXP,5b566d06-0000-0684-3135-333233393431,4218235.103,432720.1937,-20652.48222,2134.311093,404893.6874,175759.7959,432720.0916,-20664.42306,2135.49682,432669.9387,-20667.4574,2100.623012,-0.008504569,-0.995069917,0.098810585,2223.920646,432880.7322,-20671.49342,2078.1212,432619.7839,-20690.5491,1863.761681,58.52422752,17898.02933,131.8112795,432634.0781,-20679.51862,1854.629733,432634.0781,-20679.51862,1854.629733,-0.680700026,-0.066624327,-0.729526336,58.98427336,432634.1802,-20667.57778,1853.444006,432634.1802,-20667.57778,1853.444006,14.74606834,85.63525116,10381.88942,1488797563,113,5335.841292,C3-JD-24
8,MXP,5b566d06-0000-0687-3135-333233393431,17227228.82,433100.4282,-20805.01573,2275.104173,1252590.21,574240.9603,433110.5809,-20806.19272,2264.125236,432779.335,-20700.05502,1946.428838,0.676847779,-0.078465507,-0.731929128,3470.27632,433136.1036,-20584.958,2264.010011,432636.6287,-20667.64083,1810.987039,247.87688,198178.6252,164.7640518,432626.476,-20666.46385,1821.965976,432626.476,-20666.46385,1821.965976,-0.171839174,0.949989905,-0.26074984,70.98427017,432636.6287,-20667.64083,1810.987039,432636.6287,-20667.64083,1810.987039,17.74606754,150.1588602,78286.88814,35294700197,42,7360.552639,C3-JD-24
9,MXP,5b566d06-0000-068a-3135-333233393431,12009529.97,432715.8449,-20789.16168,2404.149008,881402.0852,400317.6657,432725.9976,-20790.33866,2393.170071,432497.7074,-20675.79012,2169.779784,0.676847779,-0.078465507,-0.731929128,2692.225127,432752.6409,-20570.98972,2394.29325,432399.504,-20637.64916,2074.877906,192.3017948,102636.7216,164.7640313,432389.3513,-20636.47217,2085.856843,432389.3513,-20636.47217,2085.856843,-0.281696952,0.891009793,-0.356017381,70.9842688,432399.504,-20637.64916,2074.877906,432399.504,-20637.64916,2074.877906,17.7460672,150.1588686,55087.63032,17107080319,42,5804.450254,C3-JD-24
10,MXP,5b566d06-0000-068d-3135-333233393431,12609003.59,432447.2356,-20852.91318,1920.026177,586970.3523,201894.7766,432470.555,-20847.34464,1940.363123,432470.555,-20846.94794,1940.320535,0.736123083,0.072139806,0.672992315,2901.07425,432470.5539,-21056.74593,1962.810586,432464.6766,-20976.45478,1960.632538,90.6585703,26949.5474,537.2470072,432576.1903,-20859.63129,1739.962874,432564.6833,-20858.35332,1752.641285,-0.341733508,-0.914159538,-0.21801502,349.7522469,432518.9117,-20853.38297,1803.545883,432518.9117,-20853.38297,1803.545883,69.95044938,6908.591206,7723.294109,578811163.8,161,17857.46092,C3-JD-24
11,MXP,5b566d06-0000-0693-3135-333233393431,4218235.107,432720.1918,-21000.51159,2171.619314,404893.6826,175759.7961,432720.2938,-20988.57075,2170.433587,432670.1409,-20991.60507,2135.559836,0.008504569,0.995069917,-0.098810585,2223.920437,432880.9344,-20995.6411,2113.057977,432625.1177,-21014.9288,1896.803581,58.52422203,17898.02878,131.8112798,432625.0157,-21026.86964,1897.989308,432625.0157,-21026.86964,1897.989308,-0.42102526,-0.086065333,-0.902956526,58.98427332,432625.1177,-21014.9288,1896.803581,432625.1177,-21014.9288,1896.803581,14.74606833,85.63525138,10122.34207,1453781496,114,5359.840862,C3-JD-24
12,MXP,5b566d06-0000-0696-3135-333233393431,1316204.134,432519.4871,-20982.21891,2338.560797,138856.6475,54841.8389,432519.5891,-20970.27807,2337.37507,432430.3431,-20980.3653,2228.11046,0.00850457,0.995069917,-0.098810586,1215.540405,432575.5702,-20973.0147,2314.63419,432373.6613,-20986.61071,2160.33769,81.03602699,22983.80471,131.8112796,432373.5593,-20998.55154,2161.523417,432373.5593,-20998.55154,2161.523417,-0.120137609,-0.097081666,-0.987999041,58.98427331,432373.4572,-21010.49238,2162.709145,432373.4572,-21010.49238,2162.709145,14.74606833,85.63525147,8168.038089,302140338.4,45,2791.08081,C3-JD-24
13,MXP,5b566d06-0000-0699-3135-333233393431,1316204.134,432519.4889,-20634.18955,2301.252566,138856.6475,54841.8389,432519.591,-20622.24871,2300.066839,432430.345,-20632.33594,2190.802229,0.00850457,0.995069917,-0.098810586,1215.540405,432575.5721,-20624.98534,2277.325959,432373.6632,-20638.58134,2123.029459,81.03602699,22983.80471,131.8112796,432373.5611,-20650.52218,2124.215186,432373.5611,-20650.52218,2124.215186,-0.120137609,-0.097081666,-0.987999041,58.9842733,432373.4591,-20662.46302,2125.400914,432373.4591,-20662.46302,2125.400914,14.74606832,85.63525143,8168.038089,302140338.3,45,2791.08081,C3-JD-24
14,MXP,5b566d06-0000-069c-3135-333233393431,1316204.133,432519.4881,-20808.20419,2319.90681,138856.6475,54841.8389,432519.386,-20820.14503,2321.092537,432430.1401,-20830.23226,2211.827926,-0.00850457,-0.995069917,0.098810586,1215.540405,432575.3671,-20822.88166,2298.351656,432378.8252,-20836.63003,2142.982721,81.03602699,22983.8047,131.8112792,432378.9273,-20824.68919,2141.796994,432378.9273,-20824.68919,2141.796994,-0.273954266,-0.092714975,-0.957263283,58.98427327,432378.8252,-20836.63003,2142.982721,432378.8252,-20836.63003,2142.982721,14.74606832,85.63525158,8168.038088,302140338.3,45,2791.08081,C3-JD-24
15,MXP,5b57c4be-0000-142b-3135-333234383035,28080,432826.5943,-20833.68634,2054.667398,11396.00001,3509.999996,432823.6499,-20833.9749,2051.975429,432823.6499,-20833.9749,2051.975429,-0.736123083,-0.072139805,-0.672992314,547,432828.2186,-20834.50454,2047.034907,432823.6491,-20963.23432,2065.831859,136.75,15190.5625,108.0000005,432826.5936,-20962.94577,2068.523828,432826.5936,-20962.94577,2068.523828,-5.44E-06,-0.994303281,0.106587922,43.00000002,432831.1624,-20963.47541,2063.583306,432831.1624,-20963.47541,2063.583306,10.75,7.562499885,1899.333334,1945254.218,12,1126,C3-JD-24
16,MXP,5b57c4be-0000-145a-3135-333234383035,28079.99998,433047.4313,-20812.0444,2256.565093,11395.99999,3509.999996,433050.3758,-20811.75584,2259.257062,433050.3758,-20811.75584,2259.257062,0.736123083,0.072139805,0.672992314,547,433054.9445,-20812.28548,2254.31654,433050.3765,-20682.49641,2245.400632,136.75,15190.5625,107.9999992,433047.432,-20682.78497,2242.708663,433047.432,-20682.78497,2242.708663,5.44E-06,0.994303281,-0.106587922,42.99999987,433042.8633,-20682.25533,2247.649185,433042.8633,-20682.25533,2247.649185,10.74999997,7.562500083,1899.333331,1945254.217,12,1126,C3-JD-24
17,MXP,5b57c4be-0000-145e-3135-333234383035,28079.99998,433268.2682,-20790.40246,2458.462787,11395.99998,3509.999996,433265.3237,-20790.69102,2455.770818,433265.3237,-20790.69102,2455.770818,-0.736123083,-0.072139805,-0.672992314,547,433260.755,-20790.16137,2460.71134,433265.323,-20919.95044,2469.627247,136.75,15190.5625,107.9999992,433268.2689,-20661.14303,2444.606357,433268.2689,-20661.14303,2444.606357,5.44E-06,0.994303281,-0.106587922,42.99999987,433263.7002,-20660.61339,2449.546879,433263.7002,-20660.61339,2449.546879,10.74999997,7.562500085,1899.333331,1945254.217,12,1126,C3-JD-24
18,MXP,5b590ef5-0003-c458-3135-333235373039,14698540.02,432124.0236,-20045.56991,2280.976005,1961845.546,922334.3658,432117.5183,-20045.68484,2276.232765,432121.5792,-20150.9836,2283.086171,-0.736145968,-0.072189756,-0.672961925,7541.841043,432204.2235,-19563.4126,2129.652727,432479.63,-19941.78746,1868.977299,29.57584723,6530.461013,26.96633079,432485.5192,-19941.20995,1874.360994,432485.5192,-19941.20995,1874.360994,-0.021659614,0.996299006,-0.083181444,35.37079102,432479.63,-19941.78746,1868.977299,432479.63,-19941.78746,1868.977299,8.842697754,51.22697295,7545.559791,6436151628,774,19711.4037,C3-JD-24
19,MXP,5b590ef5-0003-c464-3135-333235373039,12816894.82,432813.929,-20124.28482,1534.701696,1701356.625,801056.0812,432819.8184,-20123.70773,1540.085186,432891.4977,-20319.75963,1482.692244,0.736157212,0.072146044,0.672954313,6202.79496,432877.3695,-19638.93804,1425.157838,433157.5897,-20463.35491,1207.003803,35.24315318,14443.44902,14.74008848,433151.6939,-20463.93291,1201.616111,433151.6995,-20463.93236,1201.62122,0.058051123,0.983891495,-0.169078661,33.842512,433157.5897,-20463.35491,1207.003803,433157.5897,-20463.35491,1207.003803,8.460628,56.84214074,9504.785615,7083285313,529,15483.83883,C3-JD-24
20,XXX,5b8c7ab1-0000-20f1-3135-333539333737,1000000,435500,-3500,-12.5,2004000,1000000,435500,-3500,-13,435500,-3500,-13,0,0,-1,4000,435500,-4000,-13,435500,-4000,-13,1000,0,1000,435500,-3000,-12.5,435500,-3000,-12.5,0,1,0,2002,435000,-3000,-12.5,435000,-3000,-12.5,500.5,249500.25,334000,2.22E+11,12,8004,C3-JD-24
21,DBP,5b8c7ab1-0000-20f5-3135-333539333737,432000224.1,435500,-5099.999803,-5.999519902,72417599.28,35999999.53,435500,-5100.000016,0.000483289,435500,-5100.000016,0.000483289,0,-2.68E-09,1,34799.99994,435500,-3900.000031,0.000486511,443000,-5100.000016,0.000483289,8699.999984,39690000.2,28800.01485,443000,-5099.999804,-5.999519884,443000,-5100.000016,-5.999519884,1,0,0,4823.99995,443000,-6300,-5.999519932,443000,-6300,-5.999519932,1205.999987,1425635.955,12069599.88,2.86E+14,12,69647.9999,C3-JD-24
22,DBP,5b8c7ab1-0000-20f9-3135-333539333737,576120055.5,435500,-16465.21701,330.2495868,96457933.79,48020008.4,435500,-16466.15163,324.3138752,435500,-16466.15163,324.3138752,0,-0.210116041,-0.977676454,36402.66779,435500,-14901.21725,-12.01192669,428000,-16466.15163,324.3138752,9100.666947,34802130.47,38408.0037,428000,-16465.21701,330.2495868,428000,-16465.21695,330.2499991,-1,0,0,6425.407852,428000,-18029.82532,666.5057358,428000,-18029.82532,666.5057358,1606.351963,2541840.58,16076322.3,5.10E+14,12,72850.8157,C3-JD-24
23,DBP,5b8c7ab1-0000-2103-3135-333539333737,576000300.7,435500,-7899.999732,-5.999519902,96436799.29,47999999.53,435500,-7900.000016,0.000483289,435500,-7900.000016,0.000483289,0,-2.01E-09,1,36399.99994,435500,-6300.000031,0.000486511,443000,-7900.000016,0.000483289,9099.999984,34810000.19,38400.01993,443000,-7899.999734,-5.999519884,443000,-7900.000016,-5.999519884,1,0,0,6423.99995,443000,-9500,-5.999519932,443000,-9500,-5.999519932,1605.999987,2540835.94,16072799.88,5.10E+14,12,72847.9999,C3-JD-24
24,DBP,5b8c7ab1-0000-2107-3135-333539333737,450000233.7,435500,-10749.99979,-5.999519902,75419999.28,37499999.53,435500,-10750.00002,0.000483289,435500,-10750.00002,0.000483289,0,-2.58E-09,1,34999.99994,435500,-9500.000031,0.000486511,443000,-10750.00002,0.000483289,8749.999984,39062500.2,30000.01549,443000,-10749.9998,-5.999519884,443000,-10750.00002,-5.999519884,1,0,0,5023.99995,443000,-12000,-5.999519932,443000,-12000,-5.999519932,1255.999987,1547535.953,12569999.88,3.11E+14,12,70047.9999,C3-JD-24
25,DBP,5b8c7ab1-0000-210b-3135-333539333737,522109703.2,435500,-13450.30376,-5.999939152,87448774.32,43518239.37,435500,-13450.60801,-11.99952309,435500,-13450.60801,-11.99952309,4.86E-12,-2.18E-09,-1,35802.43192,435500,-12000.00003,-11.99952625,428000,-13450.60801,-11.99952313,8950.607979,36595143.82,34807.31344,443000,-13450.30376,-5.999939134,443000,-13450.30399,-5.999519884,1,0,0,5825.277313,443000,-12000.00003,-5.999519835,443000,-12000.00003,-5.999519835,1456.319328,2085969.72,14574795.72,4.19E+14,12,71650.55463,C3-JD-24
26,DBP,5b8c7ab1-0000-2111-3135-333539333737,497064358.6,435500,-19379.73583,956.6199739,83270291.15,41422007.85,435500,-19378.47538,962.4860872,435500,-19378.47538,962.4860872,0,0.210116039,0.977676455,35522.93438,435500,-18028.56465,672.3718136,443000,-19378.47538,962.4860872,8880.733595,37445421.33,33137.62381,443000,-19379.73584,956.6199742,443000,-19379.73607,956.6200254,1,0,0,5546.934393,443000,-20729.6468,1246.734302,443000,-20729.6468,1246.734302,1386.733598,1889892.449,13878381.86,3.79E+14,12,71093.86879,C3-JD-24
27,DBP,5b8c7ab1-0000-2115-3135-333539333737,576120193.1,435500,9465.216918,330.2495542,96457931.57,48020007.36,435500,9466.151667,324.3138697,435500,9466.151667,324.3138697,0,0.210116033,-0.977676456,36402.66765,435500,7901.217313,-12.011912,443000,9466.151667,324.3138697,9100.666912,34802130.88,38408.01276,443000,9465.216919,330.2495546,443000,9465.21699,330.2499961,1,0,0,6425.407703,443000,11029.82532,666.5057101,443000,11029.82532,666.5057101,1606.351926,2541840.448,16076321.93,5.10E+14,12,72850.81541,C3-JD-24
28,DBP,5b8c7ab1-0000-211d-3135-333539333737,522109715.7,435500,6450.30379,-5.999939151,87448776.41,43518240.41,435500,6450.608045,-11.99952309,435500,6450.608045,-11.99952309,0,2.22E-09,-1,35802.43206,435500,5000.000031,-11.99952631,443000,6450.608045,-11.99952309,8950.608014,36595143.4,34807.31428,443000,6450.303791,-5.999939169,443000,6450.304026,-5.99951992,1,0,0,5825.277452,443000,5000.000031,-5.999519968,443000,5000.000031,-5.999519968,1456.319363,2085969.821,14574796.07,4.19E+14,12,71650.5549,C3-JD-24
29,DBP,5b8c7ab1-0000-2123-3135-333539333737,497064376.2,435500,12379.73588,956.6199731,83270294.08,41422009.32,435500,12378.47543,962.4860864,435500,12378.47543,962.4860864,4.86E-12,-0.210116031,0.977676457,35522.93458,435500,11028.56465,672.3718136,428000,12378.47543,962.4860864,8880.733644,37445420.74,33137.62497,443000,12379.73589,956.6199734,443000,12379.73612,956.6200245,1,-4.09E-16,-8.80E-17,5546.934589,443000,13729.6469,1246.7343,443000,13729.6469,1246.7343,1386.733647,1889892.583,13878382.35,3.79E+14,12,71093.86918,C3-JD-24
30,DBP,5b8c7ab1-0000-2127-3135-333539333737,450000233.7,435500,3749.999794,-5.999519919,75419999.28,37499999.53,435500,3750.000015,0.000483273,435500,3750.000015,0.000483273,4.86E-12,2.53E-09,1,34999.99994,435500,2500.000031,0.000486434,443000,3750.000015,0.000483236,8749.999984,39062500.2,30000.01549,443000,3749.999795,-5.999519937,443000,3750.000015,-5.999519937,1,0,0,5023.99995,443000,5000,-5.999519889,443000,5000,-5.999519889,1255.999987,1547535.953,12569999.88,3.11E+14,12,70047.9999,C3-JD-24
31,DBP,5b8c7ab1-0000-212b-3135-333539333737,576000300.7,435500,899.9997317,-5.999519942,96436799.29,47999999.53,435500,900.0000154,-11.99952313,435500,900.0000154,-11.99952313,0,2.01E-09,-1,36399.99994,435500,-699.9999689,-11.99952636,443000,900.0000154,-11.99952313,9099.999984,34810000.19,38400.01993,443000,899.9997333,-5.99951996,443000,900.0000154,-5.99951996,1,0,0,6423.99995,443000,2500,-5.999519912,443000,2500,-5.999519912,1605.999987,2540835.94,16072799.88,5.10E+14,12,72847.9999,C3-JD-24
32,DBP,5b8c7ab1-0000-212f-3135-333539333737,576000300.7,435500,-2300.000268,-5.999520072,96436799.29,47999999.53,435500,-2299.999985,-11.99952326,435500,-2299.999985,-11.99952326,0,2.01E-09,-1,36399.99994,435500,-3899.999969,-11.99952648,443000,-2299.999985,-11.99952326,9099.999984,34810000.19,38400.01993,443000,-2300.000267,-5.99952009,443000,-2299.999985,-5.99952009,1,0,0,6423.99995,443000,-700.0000004,-5.999520041,443000,-700.0000004,-5.999520041,1605.999987,2540835.94,16072799.88,5.10E+14,12,72847.9999,C3-JD-24
33,TBP,5b8c7ab1-0000-2133-3135-333539333737,816000018.7,435500,-5199.668876,3169.51046,102588802.3,51000001.17,435500,-5199.868813,3177.507961,435500,-5199.868813,3177.507961,0,-0.024992183,0.999687647,36800.00016,435500,-3500.399775,3219.994673,443000,-5199.868813,3177.507961,9200.000039,33639999.55,54400.00124,443000,-5199.668876,3169.51046,443000,-5199.668876,3169.51046,1,0,0,6832.000156,443000,-6899.137914,3127.023748,443000,-6899.137914,3127.023748,1708.000039,2862864.132,17098133.72,5.75E+14,12,73664.00031,C3-JD-24
34,TBP,5b8c7ab1-0000-2137-3135-333539333737,863048572.7,435500,-19062.27589,2820.953223,87058915.85,43200038.4,435500,-19060.949,2830.979955,435500,-19060.949,2830.979955,0,-0.024992183,0.999687647,35760.00512,435500,-17621.39751,2866.96873,443000,-19060.949,2830.979955,8940.00128,36723584.49,57536.57149,443000,-19062.27589,2820.953223,443000,-18779.10478,2826.822557,1,1.81E-16,4.52E-18,5796.256181,443000,-17621.19757,2858.971226,443000,-17621.19757,2858.971226,1159.251236,1937875.437,12436987.98,3.73E+14,17,86592.51236,C3-JD-24
35,TBP,5b8c7ab1-0000-213f-3135-333539333737,576000018.7,435500,-8098.76305,3097.033102,72556802.34,36000001.17,435500,-8098.563113,3089.0356,435500,-8098.563113,3089.0356,0,0.024992183,-0.999687647,34800.00016,435500,-6898.937898,3119.026221,428000,-8098.563113,3089.0356,8700.000039,39689999.51,38400.00124,428000,-8098.76305,3097.033102,428000,-8098.76305,3097.033102,-1,-3.61E-16,-9.03E-18,4832.000156,428000,-6899.137836,3127.023722,428000,-6899.137836,3127.023722,1208.000039,1420864.093,12092800.39,2.86E+14,12,69664.00031,C3-JD-24
36,TBP,5b8c7ab1-0000-2143-3135-333539333737,863998338.7,435500,-11097.82249,3022.056621,108594992.1,53999896.17,435500,-11098.02243,3030.054122,435500,-11098.02243,3030.054122,0,-0.024992183,0.999687647,37199.98616,435500,-9298.588124,3075.039965,443000,-11098.02243,3030.054122,9299.996539,32490039.46,57599.88925,428000,-11097.82249,3022.056621,428000,-11097.82249,3022.056621,-1,0,0,7231.986156,428000,-9298.388187,3067.042464,428000,-9298.388187,3067.042464,1807.996539,3211251.595,18099165.35,6.44E+14,12,74463.97231,C3-JD-24
37,TBP,5b8c7ab1-0000-2147-3135-333539333737,576000018.7,435500,-14096.88203,2947.080116,72556802.34,36000001.17,435500,-14096.68209,2939.082615,435500,-14096.68209,2939.082615,0,0.024992183,-0.999687647,34800.00016,435500,-12897.05688,2969.073235,428000,-14096.68209,2939.082615,8700.000039,39689999.51,38400.00125,443000,-14096.88203,2947.080116,443000,-14096.88203,2947.080116,1,-3.61E-16,-9.03E-18,4832.000156,443000,-15296.50725,2917.089495,443000,-15296.50725,2917.089495,1208.000039,1420864.093,12092800.39,2.86E+14,12,69664.00031,C3-JD-24
38,TBP,5b8c7ab1-0000-214b-3135-333539333737,558100002.7,435500,-16458.85243,2888.030851,70316913.67,34881250.17,435500,-16459.05237,2896.028352,435500,-16459.05237,2896.028352,0,-0.024992183,0.999687647,34650.83336,435500,-15296.70721,2925.086972,443000,-16459.05237,2896.028352,8662.708339,40161265.6,37206.66685,428000,-16458.85243,2888.030851,428000,-16458.85243,2888.030851,-1,0,0,4682.833356,428000,-15296.50727,2917.089471,428000,-15296.50727,2917.089471,1170.708339,1333351.348,11719485.61,2.68E+14,12,69365.66671,C3-JD-24
39,TBP,5b8c7ab1-0000-214f-3135-333539333737,816000018.7,435500,-1800.331124,3169.51046,102588802.3,51000001.17,435500,-1800.531062,3161.512958,435500,-1800.531062,3161.512958,0,-0.024992183,-0.999687647,36800.00016,435500,-3500.0001,3203.99967,443000,-1800.531062,3161.512958,9200.000039,33639999.55,54400.00124,443000,-1800.331124,3169.51046,443000,-1800.331124,3169.51046,1,0,0,6832.000156,443000,-100.8620863,3127.023748,443000,-100.8620863,3127.023748,1708.000039,2862864.132,17098133.72,5.75E+14,12,73664.00031,C3-JD-24
40,TBP,5b8c7ab1-0000-2153-3135-333539333737,576000018.7,435500,1098.76305,3097.033102,72556802.34,36000001.17,435500,1098.962988,3105.030603,435500,1098.962988,3105.030603,0,0.024992183,0.999687647,34800.00016,435500,-100.6622273,3135.021223,428000,1098.962988,3105.030603,8700.000039,39689999.51,38400.00125,428000,1098.76305,3097.033102,428000,1098.76305,3097.033102,-1,3.61E-16,-9.03E-18,4832.000156,428000,-100.8621648,3127.023722,428000,-100.8621648,3127.023722,1208.000039,1420864.093,12092800.39,2.86E+14,12,69664.00031,C3-JD-24
41,TBP,5b8c7ab1-0000-2157-3135-333539333737,863998338.7,435500,4097.82249,3022.056621,108594992.1,53999896.17,435500,4098.022428,3030.054122,435500,4098.022428,3030.054122,0,0.024992183,0.999687647,37199.98616,435500,2298.588124,3075.039965,428000,4098.022428,3030.054122,9299.996539,32490039.46,57599.88925,428000,4097.82249,3022.056621,428000,4097.82249,3022.056621,-1,0,0,7231.986156,428000,2298.388187,3067.042464,428000,2298.388187,3067.042464,1807.996539,3211251.595,18099165.35,6.44E+14,12,74463.97231,C3-JD-24
42,TBP,5b8c7ab1-0000-215b-3135-333539333737,576000018.7,435500,7096.88203,2947.080116,72556802.34,36000001.17,435500,7096.682093,2939.082615,435500,7096.682093,2939.082615,0,-0.024992183,-0.999687647,34800.00016,435500,5897.056878,2969.073235,443000,7096.682093,2939.082615,8700.000039,39689999.51,38400.00124,443000,7096.88203,2947.080116,443000,7096.88203,2947.080116,1,3.61E-16,-9.03E-18,4832.000156,443000,8296.507245,2917.089496,443000,8296.507245,2917.089496,1208.000039,1420864.093,12092800.39,2.86E+14,12,69664.00031,C3-JD-24
43,TBP,5b8c7ab1-0000-215f-3135-333539333737,558100002.7,435500,9458.852433,2888.030851,70316913.67,34881250.17,435500,9459.052371,2896.028352,435500,9459.052371,2896.028352,0,0.024992183,0.999687647,34650.83336,435500,8296.707208,2925.086972,428000,9459.052371,2896.028352,8662.708339,40161265.6,37206.66685,428000,9458.852433,2888.030851,428000,9458.852433,2888.030851,-1,0,0,4682.833356,428000,8296.50727,2917.089471,428000,8296.50727,2917.089471,1170.708339,1333351.348,11719485.61,2.68E+14,12,69365.66671,C3-JD-24
44,TBP,5b8c7ab1-0000-2163-3135-333539333737,863048572.4,435500,12062.27589,2820.953223,87058915.86,43200038.4,435500,12060.949,2830.979955,435500,12060.949,2830.979955,0,0.024992183,0.999687647,35760.00512,435500,10621.39751,2866.96873,428000,12060.949,2830.979955,8940.00128,36723584.49,57536.57149,428000,12062.27589,2820.953223,428000,11779.10478,2826.822557,-1,-1.81E-16,4.52E-18,5796.256181,428000,10621.19757,2858.971226,428000,10621.19757,2858.971226,1159.251236,1937875.438,12436987.98,3.73E+14,15,86592.51236,C3-JD-24
45,BFP,5b8c7ab1-0000-216b-3135-333539333737,704277612.4,435500,13596.17741,2018.579302,47945744.51,23475920.41,435500,13581.26287,2016.980408,435500,13581.26287,2016.980408,0,-0.994302748,-0.106592898,33130.12272,435500,13664.67508,1238.908003,428000,13581.26287,2016.980408,8282.53068,45124394.06,46951.84082,443000,13596.17741,2018.579302,443000,13596.17741,2018.579302,1,0,0,3190.122722,443000,13679.58962,1240.506896,443000,13679.58962,1240.506896,797.5306804,589103.3454,7990957.418,1.20E+14,12,66380.24544,C3-JD-24
