class,guid,solidMass,centreOfMassX,centreOfMassY,centreOfMassZ,surfaceArea,maxFaceMass,maxFaceCentreOfMassX,maxFaceCentreOfMassY,maxFaceCentreOfMassZ,maxFaceAxisLocationX,maxFaceAxisLocationY,maxFaceAxisLocationZ,maxFaceAxisDirectX,maxFaceAxisDirectY,maxFaceAxisDirectZ,maxFacePerimeter,maxFaceMaxEdgeCentreX,maxFaceMaxEdgeCentreY,maxFaceMaxEdgeCentreZ,maxFaceMinEdgeCentreX,maxFaceMinEdgeCentreY,maxFaceMinEdgeCentreZ,maxFaceEdgeLengthAverage,maxFaceEdgeLengthVariance,minFaceMass,minFaceCentreOfMassX,minFaceCentreOfMassY,minFaceCentreOfMassZ,minFaceAxisLocationX,minFaceAxisLocationY,minFaceAxisLocationZ,minFaceAxisDirectX,minFaceAxisDirectY,minFaceAxisDirectZ,minFacePerimeter,minFaceMaxEdgeCentreX,minFaceMaxEdgeCentreY,minFaceMaxEdgeCentreZ,minFaceMinEdgeCentreX,minFaceMinEdgeCentreY,minFaceMinEdgeCentreZ,minFaceEdgeLengthAverage,minFaceEdgeLengthVariance,faceMassAverage,faceMassVariance,edgeCount,edgeLenSum,segment_no
RF,6216f418-0002-b843-3136-343536373830,780175.6448,1017533.89,14999.99953,2056.740084,171455.8707,78017.56446,1017533.89,15004.99953,2056.740084,1017565.012,15004.99953,2056.740084,0,1,7.82E-19,1542.074179,1017475,15004.99953,2056.740084,1017581.647,15004.99953,1755.918326,64.2530908,29793.09791,54.92136066,1017581.647,14999.99953,2357.561842,1017581.647,14999.99953,2357.561842,0.382683432,0,0.923879533,30.98427213,1017581.647,15004.99953,2357.561842,1017581.647,15004.99953,2357.561842,7.746068033,5.080209313,6594.456566,427855160.6,72,3324.148358,lm-61
RF,6216f418-0002-b846-3136-343536373830,19057500,1017542.5,10243.95075,2490.019988,4032800,1905750,1017542.5,10243.85077,2485.020987,1017542.5,10243.85077,2485.020987,-2.60E-15,-0.019996001,-0.99980006,22130,1017630,10243.85077,2485.020987,1017542.5,4799.939442,2593.899213,5532.5,28702806.25,1750,1017542.5,15687.86208,2381.141762,1017542.5,15687.86208,2381.141762,2.60E-14,0.99980006,-0.019996001,370,1017630,15687.86208,2381.141762,1017630,15687.86208,2381.141762,92.5,6806.25,672133.3333,7.63E+11,12,44300,lm-61
IB,6216f418-0002-b849-3136-343536373830,15801142.95,1017600,14219.26492,2630.935162,2395159.434,1128653.115,1017593,14219.2649,2630.935174,1017593,14264.75982,2691.488161,-1,-6.29E-14,-1.33E-14,9846.664365,1017593,14169.68128,2416.506593,1017593,15784.65545,2682.882575,48.50573579,47701.84601,49.0414218,1017600,15784.65545,2682.882575,1017600,15784.65545,2682.882575,0,0.277806001,0.960637198,35.0059174,1017607,15784.65545,2682.882575,1017607,15784.65545,2682.882575,8.75147935,27.54696901,11683.70456,12301086515,609,22535.32832,lm-61
RF,6216f418-0002-b850-3136-343536373830,560000,1017525,5000.000003,444.9999721,122800,56000,1017525,5000.000003,449.9999721,1017525,5000.000003,449.9999721,4.77E-18,0,1,1080,1017595,5000.000003,449.9999721,1017525,5200.000003,449.9999721,270,16900,1400,1017525,4800.000003,444.9999721,1017525,4800.000003,444.9999721,1.88E-12,-1,0,300,1017595,4800.000003,444.9999721,1017595,4800.000003,444.9999721,75,4225,20466.66667,632435555.6,12,2200,lm-61
IB,6216f418-0002-b853-3136-343536373830,15801136.78,1011200,14219.26466,2630.935072,2395158.542,1128652.691,1011193,14219.26466,2630.935083,1011193,14264.76684,2691.487996,-1,-4.46E-14,1.10E-13,9846.663765,1011193,14169.68138,2416.506561,1011193,15784.6543,2682.882286,48.50573283,47701.83469,49.07057896,1011200,15784.6543,2682.882286,1011200,15784.6543,2682.882286,0,0.277806015,0.960637194,35.01008271,1011207,15784.6543,2682.882286,1011207,15784.6543,2682.882286,8.752520677,27.53603925,11683.70021,12301076902,609,22535.3269,lm-61
IR,6216f418-0002-b85e-3136-343536373830,5023200,1007943,-16804,2454.556078,1325176,627900,1007943,-16808,2454.556078,1007943,-16808,2454.556078,0,-1,0,8672,1007943,-16808,2529.556078,1005850,-16808,2454.556078,2168,4072324,1200,1010036,-16804,2454.556078,1010036,-16804,2454.556078,1,0,0,316,1010036,-16804,2379.556078,1010036,-16804,2379.556078,79,5041,220862.6667,83013447854,12,17376,lm-61
IR,6216f418-0002-b861-3136-343536373830,6943200,1015257,-16804,2454.556078,1830776,867900,1015257,-16808,2454.556078,1015257,-16808,2454.556078,0,-1,0,11872,1015257,-16808,2529.556078,1012364,-16808,2454.556078,2968,7941124,1200,1018150,-16804,2454.556078,1018150,-16804,2454.556078,1,0,0,316,1018150,-16804,2379.556078,1018150,-16804,2379.556078,79,5041,305129.3333,1.59E+11,12,23776,lm-61
IR,6216f418-0002-b864-3136-343536373830,286592.3416,1010158.786,-16804,2456.649787,77890.45175,35824.0427,1010158.786,-16808,2456.649787,1010182.857,-16808,2428.110685,0,-1,-5.67E-19,780.2957944,1010161,-16808,2529.556078,1010181,-16808,2384.536453,111.4708278,5733.314977,112.9152747,1010181,-16804,2384.536453,1010181,-16804,2384.536453,0.70571501,0,-0.708495819,44.22881867,1010186,-16804,2389.516828,1010186,-16804,2389.516828,11.05720467,9.346500382,8654.494639,211195203.6,21,1616.591589,lm-61
IR,6216f418-0002-b86b-3136-343536373830,286600.0867,1012241.214,-16803.99995,2456.647708,77893.4741,35826.94715,1012241.216,-16800,2456.643554,1012217.143,-16800,2428.105078,0,1,-3.78E-19,780.3235262,1012239,-16800,2529.556078,1012121,-16800,2394.516828,111.4747895,5732.543875,56.45763752,1012217.333,-16805.33333,2386.196578,1012217.957,-16805.47261,2385.575699,-0.705715012,3.52E-16,-0.708495817,38.33835933,1012214,-16804,2389.516828,1012214,-16804,2389.516828,12.77945311,12.16327959,7081.224919,183897314.8,23,1771.075056,lm-61
IR,6216f418-0002-b872-3136-343536373830,6943200,1015257,16803.99641,2454.556078,1830776,867900,1015257,16799.99641,2454.556078,1015257,16799.99641,2454.556078,0,-1,0,11872,1015257,16799.99641,2529.556078,1012364,16799.99641,2454.556078,2968,7941124,1200,1018150,16803.99641,2454.556078,1018150,16803.99641,2454.556078,1,0,0,316,1018150,16803.99641,2379.556078,1018150,16803.99641,2379.556078,79,5041,305129.3333,1.59E+11,12,23776,lm-61
IR,6216f418-0002-b875-3136-343536373830,286592.3416,1010158.786,16803.99641,2456.649787,77890.45175,35824.0427,1010158.786,16799.99641,2456.649787,1010182.857,16799.99641,2428.110685,0,-1,-5.67E-19,780.2957944,1010161,16799.99641,2529.556078,1010181,16799.99641,2384.536453,111.4708278,5733.314977,112.9152747,1010181,16803.99641,2384.536453,1010181,16803.99641,2384.536453,0.70571501,0,-0.708495819,44.22881867,1010186,16803.99641,2389.516828,1010186,16803.99641,2389.516828,11.05720467,9.346500382,8654.494639,211195203.6,21,1616.591589,lm-61
IR,6216f418-0002-b87c-3136-343536373830,286600.0867,1012241.214,16803.99646,2456.647708,77893.4741,35826.94715,1012241.216,16807.99641,2456.643554,1012217.143,16807.99641,2428.105078,0,1,-3.78E-19,780.3235262,1012239,16807.99641,2529.556078,1012121,16807.99641,2394.516828,111.4747895,5732.543875,56.45763752,1012217.333,16802.66307,2386.196578,1012217.957,16802.52379,2385.575699,-0.705715012,3.52E-16,-0.708495817,38.33835933,1012214,16803.99641,2389.516828,1012214,16803.99641,2389.516828,12.77945311,12.16327959,7081.224919,183897314.8,23,1771.075056,lm-61
OB,6216f418-0002-b883-3136-343536373830,384000000,1012000,-2.10E-08,-5.000000006,77116000,38400000,1012000,-2.10E-08,-10.00000001,1012000,-2.12E-08,-10.00000001,0,0,-1,31600,1012000,-1500,-10.00000001,1005600,-2.10E-08,-10.00000001,7900,24010000,30000,1018400,-2.10E-08,-5.000000006,1018400,-2.12E-08,-5.000000006,1,0,0,6020,1018400,1500,-5.000000006,1018400,1500,-5.000000006,1505,2235025,12852666.67,3.26E+14,12,63240,lm-61
UR,6216f418-0002-b887-3136-343536373830,58743035.71,1012000,-2.07E-08,164.9599279,19738163.62,3173629.548,1012000,-190.9598566,118.0744357,1012000,-190.9598566,118.0744357,0,-0.894433328,0.447201322,25116.03732,1012000,-133.2667132,233.4646811,1005850,-190.9598566,118.0744357,6279.009331,36252328.63,4775.856562,1005850,-1.98E-08,164.9599279,1005850,-2.12E-08,206.3545159,-1,-4.69E-13,-1.85E-12,1603.952187,1005850,-245.9697,1.342586267,1005850,-245.9697,1.342586267,66.83134114,9426.638753,759160.1391,1.36E+12,72,298407.9044,lm-61
UR,6216f418-0002-b88a-3136-343536373830,58743035.71,1012000,1000,164.9599279,19738163.62,3173629.548,1012000,1190.959857,118.0744357,1012000,1190.959857,118.0744357,0,0.894433328,0.447201322,25116.03732,1012000,1248.653,2.684190232,1005850,1190.959857,118.0744357,6279.009331,36252328.63,4775.856562,1005850,1000,164.9599279,1005850,1000,206.3545159,-1,-4.69E-13,-1.85E-12,1603.952187,1005850,754.0303,1.342586267,1005850,754.0303,1.342586267,66.83134114,9426.638753,759160.1391,1.36E+12,72,298407.9044,lm-61
UR,6216f418-0002-b88d-3136-343536373830,58743035.71,1012000,-1000,164.9599279,19738163.62,3173629.548,1012000,-809.0401435,118.0744357,1012000,-809.0401435,118.0744357,0,0.894433328,0.447201322,25116.03732,1012000,-751.347,2.684190231,1005850,-809.0401435,118.0744357,6279.009331,36252328.63,4775.856562,1005850,-1000,164.9599279,1005850,-1000,206.3545159,-1,-4.69E-13,-1.85E-12,1603.952187,1005850,-754.0303,1.342586267,1005850,-754.0303,1.342586267,66.83134114,9426.638753,759160.1391,1.36E+12,72,298407.9044,lm-61
CN,6216f418-0002-c1cb-3136-343536373830,2368824.85,1005600,2000.000147,164.9598251,805111.9965,127977.2563,1005600,2190.960004,118.0743329,1005600,2190.960004,118.0743329,0,0.894433328,0.447201322,1508.037323,1005600,2248.653147,2.68408744,1005352,2190.960004,118.0743329,377.0093307,14158.77914,2975.999994,1005600,1754.030447,1.342483475,1005600,1754.030447,1.342483475,0,-0.447201322,-0.894433328,1003.999998,1005352,1754.030447,1.342483475,1005352,1754.030447,1.342483475,250.9999995,60024.99975,30965.84602,2197870967,72,15111.90435,lm-61
CN,6216f418-0002-c1cf-3136-343536373830,187989.6341,1005850,2000.000157,160.5233201,100920.5523,15481.39234,1005850,1814.404106,115.3914855,1005850,1814.404106,115.3914855,0,-0.894427191,0.447213595,636.0464112,1005820,1814.404106,115.3914855,1005850,1756.708363,-1.58E-09,159.0116028,9803.297491,240,1005850,1758.497217,-0.894427193,1005850,1758.497217,-0.894427193,0,-0.447213595,-0.894427191,128,1005880,1758.497217,-0.894427193,1005880,1758.497217,-0.894427193,32,784,4587.297831,34538066.02,60,4355.141038,lm-61
CN,6216f418-0002-c1dc-3136-343536373830,2368824.85,1005600,3000.000147,164.9598251,805111.9965,127977.2563,1005600,2809.040291,118.0743329,1005600,2809.040291,118.0743329,0,-0.894433328,0.447201322,1508.037323,1005600,2866.733434,233.4645783,1005352,2809.040291,118.0743329,377.0093307,14158.77914,2975.999994,1005600,3245.969847,1.342483475,1005600,3245.969847,1.342483475,0,0.447201322,-0.894433328,1003.999998,1005352,3245.969847,1.342483475,1005352,3245.969847,1.342483475,250.9999995,60024.99975,30965.84602,2197870967,72,15111.90435,lm-61
CN,6216f418-0002-c1e0-3136-343536373830,187989.6341,1005850,3000.000157,160.5233201,100920.5523,15481.39234,1005850,2814.404106,115.3914855,1005850,2814.404106,115.3914855,0,-0.894427191,0.447213595,636.0464112,1005820,2814.404106,115.3914855,1005850,2756.708363,-1.51E-09,159.0116028,9803.297491,240,1005850,2758.497217,-0.894427193,1005850,2758.497217,-0.894427193,0,-0.447213595,-0.894427191,128,1005880,2758.497217,-0.894427193,1005880,2758.497217,-0.894427193,32,784,4587.297831,34538066.02,60,4355.141038,lm-61
CN,6216f418-0002-c1ed-3136-343536373830,2368824.85,1005600,4000.000147,164.9598251,805111.9965,127977.2563,1005600,4190.960004,118.0743329,1005600,4190.960004,118.0743329,0,0.894433328,0.447201322,1508.037323,1005600,4248.653147,2.68408744,1005352,4190.960004,118.0743329,377.0093307,14158.77914,2975.999994,1005600,3754.030447,1.342483475,1005600,3754.030447,1.342483475,0,-0.447201322,-0.894433328,1003.999998,1005352,3754.030447,1.342483475,1005352,3754.030447,1.342483475,250.9999995,60024.99975,30965.84602,2197870967,72,15111.90435,lm-61
CN,6216f418-0002-c1f1-3136-343536373830,187989.6341,1005850,4000.000157,160.5233201,100920.5523,15481.39234,1005850,3814.404106,115.3914855,1005850,3814.404106,115.3914855,0,-0.894427191,0.447213595,636.0464112,1005820,3814.404106,115.3914855,1005850,3756.708363,-1.44E-09,159.0116028,9803.297491,240,1005850,3758.497217,-0.894427192,1005850,3758.497217,-0.894427192,0,-0.447213595,-0.894427191,128,1005880,3758.497217,-0.894427192,1005880,3758.497217,-0.894427192,32,784,4587.297831,34538066.02,60,4355.141038,lm-61
CN,6216f418-0002-c1fe-3136-343536373830,2368824.85,1005600,5000.000147,164.9598251,805111.9965,127977.2563,1005600,4809.040291,118.0743329,1005600,4809.040291,118.0743329,0,-0.894433328,0.447201322,1508.037323,1005600,4866.733434,233.4645783,1005352,4809.040291,118.0743329,377.0093307,14158.77914,2975.999994,1005600,5245.969847,1.342483475,1005600,5245.969847,1.342483475,0,0.447201322,-0.894433328,1003.999998,1005352,5245.969847,1.342483475,1005352,5245.969847,1.342483475,250.9999995,60024.99976,30965.84602,2197870967,72,15111.90435,lm-61
CN,6216f418-0002-c202-3136-343536373830,187989.6341,1005850,5000.000157,160.5233201,100920.5523,15481.39234,1005850,4814.404106,115.3914855,1005850,4814.404106,115.3914855,0,-0.894427191,0.447213595,636.0464112,1005820,4814.404106,115.3914855,1005850,4756.708363,-1.37E-09,159.0116028,9803.297491,240,1005850,4758.497217,-0.894427192,1005850,4758.497217,-0.894427192,0,-0.447213595,-0.894427191,128,1005880,4758.497217,-0.894427192,1005880,4758.497217,-0.894427192,32,784,4587.297831,34538066.02,60,4355.141038,lm-61
CN,6216f418-0002-c20f-3136-343536373830,2368824.85,1005600,6000.000147,164.9598251,805111.9965,127977.2563,1005600,5809.040291,118.0743329,1005600,5809.040291,118.0743329,0,-0.894433328,0.447201322,1508.037323,1005600,5866.733434,233.4645783,1005352,5809.040291,118.0743329,377.0093307,14158.77914,2975.999994,1005600,6245.969847,1.342483475,1005600,6245.969847,1.342483475,0,0.447201322,-0.894433328,1003.999998,1005352,6245.969847,1.342483475,1005352,6245.969847,1.342483475,250.9999995,60024.99975,30965.84602,2197870967,72,15111.90435,lm-61
CN,6216f418-0002-c213-3136-343536373830,187989.6341,1005850,6000.000157,160.5233201,100920.5523,15481.39234,1005850,5814.404106,115.3914855,1005850,5814.404106,115.3914855,0,-0.894427191,0.447213595,636.0464112,1005820,5814.404106,115.3914855,1005850,5756.708363,-1.30E-09,159.0116028,9803.297491,240,1005850,5758.497217,-0.894427192,1005850,5758.497217,-0.894427192,0,-0.447213595,-0.894427191,128,1005880,5758.497217,-0.894427192,1005880,5758.497217,-0.894427192,32,784,4587.297831,34538066.02,60,4355.141038,lm-61
CN,6216f418-0002-c220-3136-343536373830,2368824.85,1005600,7000.000147,164.9598251,805111.9965,127977.2563,1005600,7190.960004,118.0743329,1005600,7190.960004,118.0743329,0,0.894433328,0.447201322,1508.037323,1005600,7248.653147,2.68408744,1005352,7190.960004,118.0743329,377.0093307,14158.77914,2975.999994,1005600,6754.030447,1.342483476,1005600,6754.030447,1.342483475,0,-0.447201322,-0.894433328,1003.999998,1005352,6754.030447,1.342483475,1005352,6754.030447,1.342483475,250.9999995,60024.99975,30965.84602,2197870967,72,15111.90435,lm-61
CN,6216f418-0002-c224-3136-343536373830,187989.6341,1005850,7000.000157,160.5233201,100920.5523,15481.39234,1005850,6814.404106,115.3914855,1005850,6814.404106,115.3914855,0,-0.894427191,0.447213595,636.0464112,1005820,6814.404106,115.3914855,1005850,6756.708363,-1.23E-09,159.0116028,9803.297491,240,1005850,6758.497217,-0.894427192,1005850,6758.497217,-0.894427192,0,-0.447213595,-0.894427191,128,1005880,6758.497217,-0.894427192,1005880,6758.497217,-0.894427192,32,784,4587.297831,34538066.02,60,4355.141038,lm-61
CN,6216f418-0002-c231-3136-343536373830,2368824.85,1005600,8000.000147,164.9598251,805111.9965,127977.2563,1005600,8190.960004,118.0743329,1005600,8190.960004,118.0743329,0,0.894433328,0.447201322,1508.037323,1005600,8248.653147,2.68408744,1005352,8190.960004,118.0743329,377.0093307,14158.77914,2975.999994,1005600,8245.969847,1.342483476,1005600,8245.969847,1.342483475,0,0.447201322,-0.894433328,1003.999998,1005352,8245.969847,1.342483475,1005352,8245.969847,1.342483475,250.9999995,60024.99975,30965.84602,2197870967,72,15111.90435,lm-61
CN,6216f418-0002-c235-3136-343536373830,187989.6341,1005850,8000.000157,160.5233201,100920.5523,15481.39234,1005850,7814.404106,115.3914855,1005850,7814.404106,115.3914855,0,-0.894427191,0.447213595,636.0464112,1005820,7814.404106,115.3914855,1005850,7756.708363,-1.16E-09,159.0116028,9803.297491,240,1005850,8241.503096,-0.89442714,1005850,8241.503096,-0.89442714,0,0.447213596,-0.894427191,128,1005820,8241.503096,-0.89442714,1005820,8241.503096,-0.89442714,32,784,4587.297831,34538066.02,60,4355.141038,lm-61
CN,6216f418-0002-c242-3136-343536373830,2368824.85,1005600,9000.000147,164.9598251,805111.9965,127977.2563,1005600,9190.960004,118.0743329,1005600,9190.960004,118.0743329,0,0.894433328,0.447201322,1508.037323,1005600,9248.653147,2.68408744,1005352,9190.960004,118.0743329,377.0093307,14158.77914,2975.999994,1005600,8754.030447,1.342483475,1005600,8754.030447,1.342483476,0,-0.447201322,-0.894433328,1003.999998,1005848,8754.030447,1.342483476,1005848,8754.030447,1.342483476,250.9999995,60024.99975,30965.84602,2197870967,72,15111.90435,lm-61
CN,6216f418-0002-c246-3136-343536373830,187989.6341,1005850,9000.000157,160.5233201,100920.5523,15481.39234,1005850,8814.404106,115.3914855,1005850,8814.404106,115.3914855,0,-0.894427191,0.447213595,636.0464112,1005820,8814.404106,115.3914855,1005850,8756.708363,-1.09E-09,159.0116028,9803.297491,240,1005850,8758.497217,-0.894427192,1005850,8758.497217,-0.894427192,0,-0.447213595,-0.894427191,128,1005880,8758.497217,-0.894427192,1005880,8758.497217,-0.894427192,32,784,4587.297831,34538066.02,60,4355.141038,lm-61
CN,6216f418-0002-c253-3136-343536373830,2368824.85,1005600,10000.00015,164.9598251,805111.9965,127977.2563,1005600,10190.96,118.0743329,1005600,10190.96,118.0743329,0,0.894433328,0.447201322,1508.037323,1005600,10248.65315,2.684087441,1005352,10190.96,118.0743329,377.0093307,14158.77913,2975.999994,1005600,9754.030447,1.342483476,1005600,9754.030447,1.342483476,0,-0.447201322,-0.894433328,1003.999998,1005848,9754.030447,1.342483476,1005848,9754.030447,1.342483476,250.9999995,60024.99975,30965.84602,2197870968,72,15111.90435,lm-61
CN,6216f418-0002-c257-3136-343536373830,187989.6341,1005850,10000.00016,160.5233201,100920.5523,15481.39234,1005850,9814.404106,115.3914855,1005850,9814.404106,115.3914855,0,-0.894427191,0.447213595,636.0464112,1005820,9814.404106,115.3914855,1005850,9756.708363,-1.02E-09,159.0116028,9803.297491,239.9999998,1005850,10241.5031,-0.89442714,1005850,10241.5031,-0.89442714,0,0.447213596,-0.894427191,128,1005820,10241.5031,-0.894427141,1005820,10241.5031,-0.894427141,32,784.0000001,4587.297831,34538066.02,60,4355.141038,lm-61
CN,6216f418-0002-c264-3136-343536373830,2368824.85,1005600,-1999.999853,164.9598251,805111.9965,127977.2563,1005600,-1809.039996,118.0743329,1005600,-1809.039996,118.0743329,0,0.894433328,0.447201322,1508.037323,1005600,-1751.346853,2.68408744,1005352,-1809.039996,118.0743329,377.0093307,14158.77914,2975.999994,1005600,-1754.030153,1.342483475,1005600,-1754.030153,1.342483475,0,0.447201322,-0.894433328,1003.999998,1005352,-1754.030153,1.342483475,1005352,-1754.030153,1.342483475,250.9999995,60024.99975,30965.84602,2197870967,72,15111.90435,lm-61
CN,6216f418-0002-c268-3136-343536373830,187989.6341,1005850,-1999.999843,160.5233201,100920.5523,15481.39234,1005850,-2185.595894,115.3914855,1005850,-2185.595894,115.3914855,0,-0.894427191,0.447213595,636.0464112,1005820,-2185.595894,115.3914855,1005850,-2243.291637,-1.86E-09,159.0116028,9803.297491,240,1005850,-2241.502783,-0.894427193,1005850,-2241.502783,-0.894427193,0,-0.447213595,-0.894427191,128,1005880,-2241.502783,-0.894427193,1005880,-2241.502783,-0.894427193,32,784,4587.297831,34538066.02,60,4355.141038,lm-61
CN,6216f418-0002-c275-3136-343536373830,2368824.85,1005600,-2999.999853,164.9598251,805111.9965,127977.2563,1005600,-3190.959709,118.0743329,1005600,-3190.959709,118.0743329,0,-0.894433328,0.447201322,1508.037323,1005600,-3133.266566,233.4645783,1005352,-3190.959709,118.0743329,377.0093307,14158.77914,2975.999994,1005600,-3245.969553,1.342483475,1005600,-3245.969553,1.342483475,0,-0.447201322,-0.894433328,1003.999998,1005352,-3245.969553,1.342483475,1005352,-3245.969553,1.342483475,250.9999995,60024.99975,30965.84602,2197870967,72,15111.90435,lm-61
CN,6216f418-0002-c279-3136-343536373830,187989.6341,1005850,-2999.999843,160.5233201,100920.5523,15481.39234,1005850,-3185.595894,115.3914855,1005850,-3185.595894,115.3914855,0,-0.894427191,0.447213595,636.0464112,1005820,-3185.595894,115.3914855,1005850,-3243.291637,-1.93E-09,159.0116028,9803.297491,240,1005850,-3241.502783,-0.894427193,1005850,-3241.502783,-0.894427193,0,-0.447213595,-0.894427191,128,1005880,-3241.502783,-0.894427193,1005880,-3241.502783,-0.894427193,32,784,4587.297831,34538066.02,60,4355.141038,lm-61
CN,6216f418-0002-c286-3136-343536373830,2368824.85,1005600,-3999.999853,164.9598251,805111.9965,127977.2563,1005600,-4190.959709,118.0743329,1005600,-4190.959709,118.0743329,0,-0.894433328,0.447201322,1508.037323,1005600,-4133.266566,233.4645783,1005352,-4190.959709,118.0743329,377.0093307,14158.77914,2975.999994,1005600,-3754.030153,1.342483475,1005600,-3754.030153,1.342483475,0,0.447201322,-0.894433328,1003.999998,1005352,-3754.030153,1.342483474,1005352,-3754.030153,1.342483474,250.9999995,60024.99976,30965.84602,2197870967,72,15111.90435,lm-61
CN,6216f418-0002-c28a-3136-343536373830,187989.6341,1005850,-3999.999843,160.5233201,100920.5523,15481.39234,1005850,-4182.018186,113.6026311,1005850,-4182.018186,113.6026311,1.02E-13,0.894427191,-0.447213595,636.0464112,1005820,-4182.018186,113.6026311,1005850,-4239.713928,-1.788854384,159.0116028,9803.297491,240,1005850,-4241.502783,-0.894427193,1005850,-4241.502783,-0.894427193,0,-0.447213595,-0.894427191,128,1005880,-4241.502783,-0.894427193,1005880,-4241.502783,-0.894427193,32,784,4587.297831,34538066.02,60,4355.141038,lm-61
CN,6216f418-0002-c297-3136-343536373830,2368824.85,1005600,-4999.999853,164.9598251,805111.9965,127977.2563,1005600,-4809.039996,118.0743329,1005600,-4809.039996,118.0743329,0,0.894433328,0.447201322,1508.037323,1005600,-4751.346853,2.68408744,1005352,-4809.039996,118.0743329,377.0093307,14158.77914,2975.999994,1005600,-4754.030153,1.342483475,1005600,-4754.030153,1.342483475,0,0.447201322,-0.894433328,1003.999998,1005352,-4754.030153,1.342483475,1005352,-4754.030153,1.342483475,250.9999995,60024.99975,30965.84602,2197870967,72,15111.90435,lm-61
CN,6216f418-0002-c29b-3136-343536373830,187989.6341,1005850,-4999.999843,160.5233201,100920.5523,15481.39234,1005850,-5185.595894,115.3914855,1005850,-5185.595894,115.3914855,0,-0.894427191,0.447213595,636.0464112,1005820,-5185.595894,115.3914855,1005850,-5243.291637,-2.07E-09,159.0116028,9803.297491,240,1005850,-5241.502783,-0.894427193,1005850,-5241.502783,-0.894427193,0,-0.447213595,-0.894427191,128,1005880,-5241.502783,-0.894427193,1005880,-5241.502783,-0.894427193,32,784,4587.297831,34538066.02,60,4355.141038,lm-61
CN,6216f418-0002-c2a8-3136-343536373830,2368824.85,1005600,-5999.999853,164.9598251,805111.9965,127977.2563,1005600,-6190.959709,118.0743329,1005600,-6190.959709,118.0743329,0,-0.894433328,0.447201322,1508.037323,1005600,-6133.266566,233.4645783,1005352,-6190.959709,118.0743329,377.0093307,14158.77914,2975.999994,1005600,-5754.030153,1.342483475,1005600,-5754.030153,1.342483474,0,0.447201322,-0.894433328,1003.999998,1005352,-5754.030153,1.342483474,1005352,-5754.030153,1.342483474,250.9999995,60024.99975,30965.84602,2197870967,72,15111.90435,lm-61
CN,6216f418-0002-c2ac-3136-343536373830,187989.6341,1005850,-5999.999843,160.5233201,100920.5523,15481.39234,1005850,-6185.595894,115.3914855,1005850,-6185.595894,115.3914855,0,-0.894427191,0.447213595,636.0464112,1005820,-6185.595894,115.3914855,1005850,-6243.291637,-2.14E-09,159.0116028,9803.297491,240,1005850,-5758.496904,-0.894427141,1005850,-5758.496904,-0.894427141,0,0.447213596,-0.894427191,128,1005820,-5758.496904,-0.894427141,1005820,-5758.496904,-0.894427141,32,784,4587.297831,34538066.02,60,4355.141038,lm-61
CN,6216f418-0002-c2b9-3136-343536373830,2368824.85,1005600,-6999.999853,164.9598251,805111.9965,127977.2563,1005600,-7190.959709,118.0743329,1005600,-7190.959709,118.0743329,0,-0.894433328,0.447201322,1508.037323,1005600,-7133.266566,233.4645783,1005352,-7190.959709,118.0743329,377.0093307,14158.77914,2975.999994,1005600,-6754.030153,1.342483474,1005600,-6754.030153,1.342483474,0,0.447201322,-0.894433328,1003.999998,1005352,-6754.030153,1.342483474,1005352,-6754.030153,1.342483474,250.9999995,60024.99975,30965.84602,2197870967,72,15111.90435,lm-61
CN,6216f418-0002-c2bd-3136-343536373830,187989.6341,1005850,-6999.999843,160.5233201,100920.5523,15481.39234,1005850,-7185.595894,115.3914855,1005850,-7185.595894,115.3914855,0,-0.894427191,0.447213595,636.0464112,1005820,-7185.595894,115.3914855,1005850,-7243.291637,-2.21E-09,159.0116028,9803.297491,240,1005850,-7241.502783,-0.894427193,1005850,-7241.502783,-0.894427193,0,-0.447213595,-0.894427191,128,1005880,-7241.502783,-0.894427193,1005880,-7241.502783,-0.894427193,32,784,4587.297831,34538066.02,60,4355.141038,lm-61
CN,6216f418-0002-c2ca-3136-343536373830,2368824.85,1005600,-7999.999853,164.9598251,805111.9965,127977.2563,1005600,-8190.959709,118.0743329,1005600,-8190.959709,118.0743329,0,-0.894433328,0.447201322,1508.037323,1005600,-8133.266566,233.4645783,1005352,-8190.959709,118.0743329,377.0093307,14158.77914,2975.999994,1005600,-7754.030153,1.342483474,1005600,-7754.030153,1.342483474,0,0.447201322,-0.894433328,1003.999998,1005352,-7754.030153,1.342483474,1005352,-7754.030153,1.342483474,250.9999995,60024.99975,30965.84602,2197870967,72,15111.90435,lm-61
CN,6216f418-0002-c2ce-3136-343536373830,187989.6341,1005850,-7999.999843,160.5233201,100920.5523,15481.39234,1005850,-8185.595894,115.3914855,1005850,-8185.595894,115.3914855,0,-0.894427191,0.447213595,636.0464112,1005820,-8185.595894,115.3914855,1005850,-8243.291637,-2.28E-09,159.0116028,9803.297491,240,1005850,-8241.502783,-0.894427193,1005850,-8241.502783,-0.894427193,0,-0.447213595,-0.894427191,128,1005880,-8241.502783,-0.894427193,1005880,-8241.502783,-0.894427193,32,784,4587.297831,34538066.02,60,4355.141038,lm-61
