class,guid,centreOfMassX,centreOfMassY,centreOfMassZ,maxFaceMass,faceMassAverage,faceMassVariance,edgeCount,segment_no
AT,6218261b-0000-38d0-3136-343537363935,1017420,-13235.58399,3066.984363,17563.58407,2726.678214,30411829.45,45,lm-61
AT,6218261b-0000-38d3-3136-343537363935,1017420,-13365.05196,3065.286636,17915.49682,2776.573194,31618973.58,45,lm-61
AT,6218261b-0000-38d6-3136-343537363935,1017600,-13299.76032,2967.011396,179200,68933.33333,6098808889,12,lm-61
AT,6218261b-0000-38d9-3136-343537363935,1017736.356,-14606.27524,2767.65767,57991.47574,8061.512965,337446556,45,lm-61
AT,6218261b-0000-38dc-3136-343537363935,1017463.644,-14606.27524,2767.65767,57991.47574,8061.512965,337446556,45,lm-61
AT,6218261b-0000-38df-3136-343537363935,1017736.356,-14386.31923,2772.056811,57991.47574,8061.512965,337446556,45,lm-61
AT,6218261b-0000-38e2-3136-343537363935,1017463.644,-14386.31923,2772.056811,57991.47574,8061.512965,337446556,45,lm-61
AT,6218261b-0000-38e5-3136-343537363935,1017736.356,-13406.27524,2791.657611,57991.47574,8061.512964,337446556,45,lm-61
AT,6218261b-0000-38e8-3136-343537363935,1017463.644,-13406.27524,2791.657611,57991.47574,8061.512964,337446556,45,lm-61
AT,6218261b-0000-38eb-3136-343537363935,1017736.356,-13186.31923,2796.056752,57991.47574,8061.512964,337446556,45,lm-61
AT,6218261b-0000-38ee-3136-343537363935,1017463.644,-13186.31923,2796.056752,57991.47574,8061.512964,337446556,45,lm-61
AT,6218261b-0000-38f1-3136-343537363935,1017600,14482,3328.008402,101271.6173,5805.680251,506319174.7,108,lm-61
AT,6218261b-0000-38f4-3136-343537363935,1017600,14518,3328.008402,101271.6173,5805.680251,506319174.7,108,lm-61
AT,6218261b-0000-38f7-3136-343537363935,1017780,14435.58399,3042.984363,17563.58407,2726.678214,30411829.45,45,lm-61
AT,6218261b-0000-38fa-3136-343537363935,1017780,14565.05196,3041.286636,17915.49682,2776.573194,31618973.58,45,lm-61
AT,6218261b-0000-38fd-3136-343537363935,1017420,14435.58399,3042.984363,17563.58407,2726.678214,30411829.45,45,lm-61
AT,6218261b-0000-3900-3136-343537363935,1017420,14565.05196,3041.286636,17915.49682,2776.573194,31618973.58,45,lm-61
AT,6218261b-0000-3903-3136-343537363935,1017600,14499.76032,2943.011396,179200,68933.33333,6098808889,12,lm-61
AT,6218261b-0000-3906-3136-343537363935,1017600,13282,3328.008402,101271.6173,5805.680251,506319174.7,108,lm-61
AT,6218261b-0000-3909-3136-343537363935,1017600,13318,3328.008402,101271.6173,5805.680251,506319174.7,108,lm-61
AT,6218261b-0000-390c-3136-343537363935,1017780,13235.58399,3066.984363,17563.58407,2726.678214,30411829.45,45,lm-61
AT,6218261b-0000-390f-3136-343537363935,1017780,13365.05196,3065.286636,17915.49682,2776.573194,31618973.58,45,lm-61
AT,6218261b-0000-3912-3136-343537363935,1017420,13235.58399,3066.984363,17563.58407,2726.678214,30411829.45,45,lm-61
AT,6218261b-0000-3915-3136-343537363935,1017420,13365.05196,3065.286636,17915.49682,2776.573194,31618973.58,45,lm-61
AT,6218261b-0000-3918-3136-343537363935,1017600,13299.76032,2967.011396,179200,68933.33333,6098808889,12,lm-61
AT,6218261b-0000-391b-3136-343537363935,1017736.356,14606.27524,2767.65767,57991.47574,8061.512965,337446556,45,lm-61
AT,6218261b-0000-391e-3136-343537363935,1017463.644,14606.27524,2767.65767,57991.47574,8061.512965,337446556,45,lm-61
AT,6218261b-0000-3921-3136-343537363935,1017736.356,14386.31923,2772.056811,57991.47574,8061.512965,337446556,45,lm-61
AT,6218261b-0000-3924-3136-343537363935,1017463.644,14386.31923,2772.056811,57991.47574,8061.512965,337446556,45,lm-61
AT,6218261b-0000-3927-3136-343537363935,1017736.356,13406.27524,2791.657611,57991.47574,8061.512964,337446556,45,lm-61
AT,6218261b-0000-392a-3136-343537363935,1017463.644,13406.27524,2791.657611,57991.47574,8061.512964,337446556,45,lm-61
AT,6218261b-0000-392d-3136-343537363935,1017736.356,13186.31923,2796.056752,57991.47574,8061.512964,337446556,45,lm-61
AT,6218261b-0000-3930-3136-343537363935,1017463.644,13186.31923,2796.056752,57991.47574,8061.512964,337446556,45,lm-61
AT,6218261b-0000-3933-3136-343537363935,1008000,14482,3328.008402,101271.6173,5805.680251,506319174.7,108,lm-61
AT,6218261b-0000-3936-3136-343537363935,1008000,14518,3328.008402,101271.6173,5805.680251,506319174.7,108,lm-61
AT,6218261b-0000-3939-3136-343537363935,1008180,14435.58399,3042.984363,17563.58407,2726.678214,30411829.45,45,lm-61
AT,6218261b-0000-393c-3136-343537363935,1008180,14565.05196,3041.286636,17915.49682,2776.573194,31618973.58,45,lm-61
AT,6218261b-0000-393f-3136-343537363935,1007820,14435.58399,3042.984363,17563.58407,2726.678214,30411829.45,45,lm-61
AT,6218261b-0000-3942-3136-343537363935,1007820,14565.05196,3041.286636,17915.49682,2776.573194,31618973.58,45,lm-61
AT,6218261b-0000-3945-3136-343537363935,1008000,14499.76032,2943.011396,179200,68933.33333,6098808889,12,lm-61
AT,6218261b-0000-3948-3136-343537363935,1008000,13282,3328.008402,101271.6173,5805.680251,506319174.7,108,lm-61
AT,6218261b-0000-394b-3136-343537363935,1008000,13318,3328.008402,101271.6173,5805.680251,506319174.7,108,lm-61
AT,6218261b-0000-394e-3136-343537363935,1008180,13235.58399,3066.984363,17563.58407,2726.678214,30411829.45,45,lm-61
AT,6218261b-0000-3951-3136-343537363935,1008180,13365.05196,3065.286636,17915.49682,2776.573194,31618973.58,45,lm-61
AT,6218261b-0000-3954-3136-343537363935,1007820,13235.58399,3066.984363,17563.58407,2726.678214,30411829.45,45,lm-61
AT,6218261b-0000-3957-3136-343537363935,1007820,13365.05196,3065.286636,17915.49682,2776.573194,31618973.58,45,lm-61
AT,6218261b-0000-395a-3136-343537363935,1008000,13299.76032,2967.011396,179200,68933.33333,6098808889,12,lm-61
AT,6218261b-0000-395d-3136-343537363935,1008136.356,14606.27524,2767.65767,57991.47574,8061.512965,337446556,45,lm-61
AT,6218261b-0000-3960-3136-343537363935,1007863.644,14606.27524,2767.65767,57991.47574,8061.512965,337446556,45,lm-61
AT,6218261b-0000-3963-3136-343537363935,1008136.356,14386.31923,2772.056811,57991.47574,8061.512965,337446556,45,lm-61
AT,6218261b-0000-3966-3136-343537363935,1007863.644,14386.31923,2772.056811,57991.47574,8061.512965,337446556,45,lm-61
AT,6218261b-0000-3969-3136-343537363935,1008136.356,13406.27524,2791.657611,57991.47574,8061.512964,337446556,45,lm-61
AT,6218261b-0000-396c-3136-343537363935,1007863.644,13406.27524,2791.657611,57991.47574,8061.512964,337446556,45,lm-61
AT,6218261b-0000-396f-3136-343537363935,1008136.356,13186.31923,2796.056752,57991.47574,8061.512964,337446556,45,lm-61
AT,6218261b-0000-3972-3136-343537363935,1007863.644,13186.31923,2796.056752,57991.47574,8061.512964,337446556,45,lm-61
AT,6218261b-0000-3975-3136-343537363935,1008000,-14482,3328.008402,101271.6173,5805.680251,506319174.7,108,lm-61
AT,6218261b-0000-3978-3136-343537363935,1008000,-14518,3328.008402,101271.6173,5805.680251,506319174.7,108,lm-61
AT,6218261b-0000-397b-3136-343537363935,1008180,-14435.58399,3042.984363,17563.58407,2726.678214,30411829.45,45,lm-61
AT,6218261b-0000-397e-3136-343537363935,1008180,-14565.05196,3041.286636,17915.49682,2776.573194,31618973.58,45,lm-61
AT,6218261b-0000-3981-3136-343537363935,1007820,-14435.58399,3042.984363,17563.58407,2726.678214,30411829.45,45,lm-61
AT,6218261b-0000-3984-3136-343537363935,1007820,-14565.05196,3041.286636,17915.49682,2776.573194,31618973.58,45,lm-61
AT,6218261b-0000-3987-3136-343537363935,1008000,-14499.76032,2943.011396,179200,68933.33333,6098808889,12,lm-61
AT,6218261b-0000-398a-3136-343537363935,1008000,-13282,3328.008402,101271.6173,5805.680251,506319174.7,108,lm-61
AT,6218261b-0000-398d-3136-343537363935,1008000,-13318,3328.008402,101271.6173,5805.680251,506319174.7,108,lm-61
AT,6218261b-0000-3990-3136-343537363935,1008180,-13235.58399,3066.984363,17563.58407,2726.678214,30411829.45,45,lm-61
AT,6218261b-0000-3993-3136-343537363935,1008180,-13365.05196,3065.286636,17915.49682,2776.573194,31618973.58,45,lm-61
AT,6218261b-0000-3996-3136-343537363935,1007820,-13235.58399,3066.984363,17563.58407,2726.678214,30411829.45,45,lm-61
AT,6218261b-0000-3999-3136-343537363935,1007820,-13365.05196,3065.286636,17915.49682,2776.573194,31618973.58,45,lm-61
AT,6218261b-0000-399c-3136-343537363935,1008000,-13299.76032,2967.011396,179200,68933.33333,6098808889,12,lm-61
AT,6218261b-0000-399f-3136-343537363935,1008136.356,-14606.27524,2767.65767,57991.47574,8061.512965,337446556,45,lm-61
AT,6218261b-0000-39a2-3136-343537363935,1007863.644,-14606.27524,2767.65767,57991.47574,8061.512965,337446556,45,lm-61
AT,6218261b-0000-39a5-3136-343537363935,1008136.356,-14386.31923,2772.056811,57991.47574,8061.512965,337446556,45,lm-61
AT,6218261b-0000-39a8-3136-343537363935,1007863.644,-14386.31923,2772.056811,57991.47574,8061.512965,337446556,45,lm-61
AT,6218261b-0000-39ab-3136-343537363935,1008136.356,-13406.27524,2791.657611,57991.47574,8061.512964,337446556,45,lm-61
AT,6218261b-0000-39ae-3136-343537363935,1007863.644,-13406.27524,2791.657611,57991.47574,8061.512964,337446556,45,lm-61
AT,6218261b-0000-39b1-3136-343537363935,1008136.356,-13186.31923,2796.056752,57991.47574,8061.512964,337446556,45,lm-61
AT,6218261b-0000-39b4-3136-343537363935,1007863.644,-13186.31923,2796.056752,57991.47574,8061.512964,337446556,45,lm-61
AT,622555e5-0000-0d30-3136-343636313639,1012165.315,-16704.88916,2385.507087,40442.22762,9108.812123,247259849.6,24,lm-61
AT,622555e5-0000-0d34-3136-343636313639,1010234.685,-16704.88916,2385.507087,40442.22762,9108.812123,247259849.6,24,lm-61
AT,622555e5-0000-0d38-3136-343636313639,1012165.315,16704.88557,2385.507087,40442.22762,9108.812123,247259849.6,24,lm-61
AT,622555e5-0000-0d3c-3136-343636313639,1010234.685,16704.88557,2385.507087,40442.22762,9108.812123,247259849.6,24,lm-61
OT,62294688-0000-467d-3136-343638383231,1017905,15001.19976,2977.991606,66000,28700,723380000,12,lm-61
OT,62294688-0000-4681-3136-343638383231,1017905,8501.19976,3107.991605,66000,28700,723380000,12,lm-61
OT,62294688-0000-4685-3136-343638383231,1017905,3501.19976,3207.991604,66000,28700,723380000,12,lm-61
OT,62294688-0000-4689-3136-343638383231,1017905,-3501.19976,3207.991604,66000,28700,723380000,12,lm-61
OT,62294688-0000-468d-3136-343638383231,1017905,-8501.19976,3107.991605,66000,28700,723380000,12,lm-61
OT,62294688-0000-4691-3136-343638383231,1017905,-15001.19976,2977.991606,66000,28700,723380000,12,lm-61
OT,62294688-0000-46ad-3136-343638383231,1018335,-15001.19976,2977.991606,66000,28700,723380000,12,lm-61
OT,62294688-0000-46b0-3136-343638383231,1018120,-15226.19234,2975.370712,46083.67782,4010.979554,148846658.1,72,lm-61
OT,62294688-0000-46b3-3136-343638383231,1018120,-15076.22233,2978.370112,46083.67782,4010.979555,148846658.1,72,lm-61
OT,62294688-0000-46b6-3136-343638383231,1018120,-14926.25232,2981.369512,46083.67782,4010.979555,148846658.1,72,lm-61
OT,62294688-0000-46b9-3136-343638383231,1018120,-14776.28231,2984.368913,46083.67782,4010.979555,148846658.1,72,lm-61
OT,62294688-0000-46bc-3136-343638383231,1018335,-8501.19976,3107.991605,66000,28700,723380000,12,lm-61
OT,62294688-0000-46bf-3136-343638383231,1018120,-8726.192338,3105.370711,46083.67782,4010.979555,148846658.1,72,lm-61
OT,62294688-0000-46c2-3136-343638383231,1018120,-8576.222329,3108.370111,46083.67782,4010.979554,148846658.1,72,lm-61
OT,62294688-0000-46c5-3136-343638383231,1018120,-8426.25232,3111.369511,46083.67782,4010.979554,148846658.1,72,lm-61
OT,62294688-0000-46c8-3136-343638383231,1018120,-8276.282311,3114.368911,46083.67782,4010.979554,148846658.1,72,lm-61
OT,62294688-0000-46cb-3136-343638383231,1018335,-3501.19976,3207.991604,66000,28700,723380000,12,lm-61
OT,62294688-0000-46ce-3136-343638383231,1018120,-3726.192338,3205.37071,46083.67782,4010.979555,148846658.1,72,lm-61
OT,62294688-0000-46d1-3136-343638383231,1018120,-3576.222329,3208.37011,46083.67782,4010.979555,148846658.1,72,lm-61
OT,62294688-0000-46d4-3136-343638383231,1018120,-3426.25232,3211.36951,46083.67782,4010.979554,148846658.1,72,lm-61
OT,62294688-0000-46d7-3136-343638383231,1018120,-3276.282311,3214.36891,46083.67782,4010.979554,148846658.1,72,lm-61
OT,62294688-0000-46da-3136-343638383231,1018335,15001.19976,2977.991606,66000,28700,723380000,12,lm-61
OT,62294688-0000-46dd-3136-343638383231,1018120,15226.19234,2975.370712,46083.67782,4010.979554,148846658.1,72,lm-61
OT,62294688-0000-46e0-3136-343638383231,1018120,15076.22233,2978.370112,46083.67782,4010.979555,148846658.1,72,lm-61
OT,62294688-0000-46e3-3136-343638383231,1018120,14926.25232,2981.369512,46083.67782,4010.979555,148846658.1,72,lm-61
OT,62294688-0000-46e6-3136-343638383231,1018120,14776.28231,2984.368913,46083.67782,4010.979555,148846658.1,72,lm-61
OT,62294688-0000-46e9-3136-343638383231,1018335,8501.19976,3107.991605,66000,28700,723380000,12,lm-61
OT,62294688-0000-46ec-3136-343638383231,1018120,8726.192338,3105.370711,46083.67782,4010.979555,148846658.1,72,lm-61
OT,62294688-0000-46ef-3136-343638383231,1018120,8576.222329,3108.370111,46083.67782,4010.979554,148846658.1,72,lm-61
OT,62294688-0000-46f2-3136-343638383231,1018120,8426.25232,3111.369511,46083.67782,4010.979554,148846658.1,72,lm-61
OT,62294688-0000-46f5-3136-343638383231,1018120,8276.282311,3114.368911,46083.67782,4010.979555,148846658.1,72,lm-61
OT,62294688-0000-46f8-3136-343638383231,1018335,3501.19976,3207.991604,66000,28700,723380000,12,lm-61
OT,62294688-0000-46fb-3136-343638383231,1018120,3726.192338,3205.37071,46083.67782,4010.979555,148846658.1,72,lm-61
OT,62294688-0000-46fe-3136-343638383231,1018120,3576.222329,3208.37011,46083.67782,4010.979555,148846658.1,72,lm-61
OT,62294688-0000-4701-3136-343638383231,1018120,3426.25232,3211.36951,46083.67782,4010.979554,148846658.1,72,lm-61
OT,62294688-0000-4704-3136-343638383231,1018120,3276.282311,3214.36891,46083.67782,4010.979555,148846658.1,72,lm-61
OT,622a9b1d-0000-2813-3136-343639363630,1017770,-3500,129.6278717,146317.9664,10256.69922,1243386358,90,lm-61
OT,622a9b1d-0000-281f-3136-343639363630,1017770,-8500,129.6278717,146317.9664,10256.69922,1243386358,90,lm-61
OT,622a9b1d-0000-282b-3136-343639363630,1017770,3500,129.6278717,146317.9664,10256.69922,1243386358,90,lm-61
OT,622a9b1d-0000-282f-3136-343639363630,1017770,8500,129.6278717,146317.9664,10256.69922,1243386358,90,lm-61
OT,622a9b1d-0000-2843-3136-343639363630,1018090,-3500,129.6278717,146317.9664,10256.69922,1243386358,90,lm-61
OT,622a9b1d-0000-2846-3136-343639363630,1017930,-3400,122.8758663,70083.67782,5794.837807,345119820.9,72,lm-61
OT,622a9b1d-0000-2849-3136-343639363630,1017930,-3600,122.8758663,70083.67782,5794.837807,345119820.9,72,lm-61
OT,622a9b1d-0000-284c-3136-343639363630,1018090,-8500,129.6278717,146317.9664,10256.69922,1243386358,90,lm-61
OT,622a9b1d-0000-284f-3136-343639363630,1017930,-8400,122.8758663,70083.67782,5794.837807,345119820.9,72,lm-61
OT,622a9b1d-0000-2852-3136-343639363630,1017930,-8600,122.8758663,70083.67782,5794.837807,345119820.9,72,lm-61
OT,622a9b1d-0000-2855-3136-343639363630,1018090,3500,129.6278717,146317.9664,10256.69922,1243386358,90,lm-61
OT,622a9b1d-0000-2858-3136-343639363630,1018090,8500,129.6278717,146317.9664,10256.69922,1243386358,90,lm-61
OT,622a9b1d-0000-285b-3136-343639363630,1017930,3400,122.8758663,70083.67782,5794.837807,345119820.9,72,lm-61
OT,622a9b1d-0000-285e-3136-343639363630,1017930,3600,122.8758663,70083.67782,5794.837807,345119820.9,72,lm-61
OT,622a9b1d-0000-2861-3136-343639363630,1017930,8400,122.8758663,70083.67782,5794.837807,345119820.9,72,lm-61
OT,622a9b1d-0000-2864-3136-343639363630,1017930,8600,122.8758663,70083.67782,5794.837807,345119820.9,72,lm-61
UR,622a8e7a-0000-13f6-3136-343639363932,1017848,-1.24E-07,112.0549958,88843.72578,9136.586607,706159562.6,54,lm-61
UR,622a8e7a-0000-144a-3136-343639363932,1017848,999.9999999,112.0549958,88843.72578,9136.586607,706159562.6,54,lm-61
UR,622a8e7a-0000-144e-3136-343639363932,1017848,2000,112.0549958,88843.72578,9136.586607,706159562.6,54,lm-61
UR,622a8e7a-0000-1452-3136-343639363932,1017848,3000,112.0549958,88843.72578,9136.586607,706159562.6,54,lm-61
UR,622a8e7a-0000-1456-3136-343639363932,1017848,4000,112.0549958,88843.72578,9136.586607,706159562.6,54,lm-61
UR,622a8e7a-0000-145a-3136-343639363932,1017848,5000,112.0549958,88843.72578,9136.586607,706159562.6,54,lm-61
UR,622a8e7a-0000-145e-3136-343639363932,1017848,12108.32073,536.9888477,88843.72578,9136.586608,706159562.6,54,lm-61
UR,622a8e7a-0000-1462-3136-343639363932,1017848,12973.10904,786.2701754,88843.72578,9136.586607,706159562.6,54,lm-61
UR,622a8e7a-0000-1466-3136-343639363932,1017848,13837.89735,1035.551503,88843.72578,9136.586607,706159562.6,54,lm-61
UR,622a8e7a-0000-146a-3136-343639363932,1017848,14702.68566,1284.832831,88843.72578,9136.586607,706159562.6,54,lm-61
UR,622a8e7a-0000-146e-3136-343639363932,1017848,-1000,112.0549958,88843.72578,9136.586607,706159562.6,54,lm-61
UR,622a8e7a-0000-1472-3136-343639363932,1017848,-2000,112.0549958,88843.72578,9136.586607,706159562.6,54,lm-61
UR,622a8e7a-0000-1476-3136-343639363932,1017848,-3000,112.0549958,88843.72578,9136.586607,706159562.6,54,lm-61
UR,622a8e7a-0000-147a-3136-343639363932,1017848,-4000,112.0549958,88843.72578,9136.586607,706159562.6,54,lm-61
UR,622a8e7a-0000-147e-3136-343639363932,1017848,-5000,112.0549958,88843.72578,9136.586607,706159562.6,54,lm-61
UR,622a8e7a-0000-1482-3136-343639363932,1017848,-12108.32073,536.9888478,88843.72578,9136.586607,706159562.6,54,lm-61
UR,622a8e7a-0000-1486-3136-343639363932,1017848,-12973.10904,786.2701755,88843.72578,9136.586607,706159562.6,54,lm-61
UR,622a8e7a-0000-148a-3136-343639363932,1017848,-13837.89735,1035.551503,88843.72578,9136.586608,706159562.6,54,lm-61
UR,622a8e7a-0000-148e-3136-343639363932,1017848,-14702.68566,1284.832831,88843.72578,9136.586607,706159562.6,54,lm-61
UR,622a8e7a-0000-1492-3136-343639363932,1017848,-11243.53242,287.70752,88843.72578,9136.586607,706159562.6,54,lm-61
UR,622a8e7a-0000-1496-3136-343639363932,1017848,11243.53242,287.70752,88843.72578,9136.586607,706159562.6,54,lm-61
OT,622abd8b-0000-4352-3136-343639383531,1018342.632,-2501.147139,3225.360551,60000,31900,634830000,18,lm-61
OT,622abd8b-0000-4356-3136-343639383531,1018342.632,-7501.147139,3125.360552,60000,31900,634830000,18,lm-61
OT,622abd8b-0000-435a-3136-343639383531,1018342.632,-14001.14714,2995.360553,60000,31900,634830000,18,lm-61
OT,622abd8b-0000-436a-3136-343639383531,1018342.632,2501.147139,3225.360551,60000,31900,634830000,18,lm-61
OT,622abd8b-0000-436e-3136-343639383531,1018342.632,7501.147139,3125.360552,60000,31900,634830000,18,lm-61
OT,622abd8b-0000-4372-3136-343639383531,1018342.632,14001.14714,2995.360553,60000,31900,634830000,18,lm-61
