guid,part_pos,class,weight,area_gross,area,area_net,a_net_xy,a_net_xz,a_net_yz,area_plan,assembly_no
5BA2E674-0000-0DF3-3135-333734303939,KZ-1,KZ,0.11,0.03,0.03,0.03,386,14193,90,0,C3-JD-24
5BA2E674-0000-0DF7-3135-333734303939,KZ-1,KZ,0.11,0.03,0.03,0.03,386,14193,90,0,C3-JD-24
5BA2E674-0000-07A8-3135-333734303637,KZ-1,KZ,0.11,0.03,0.03,0.03,386,14193,90,0,C3-JD-24
5BA2E674-0000-07AC-3135-333734303637,KZ-1,KZ,0.11,0.03,0.03,0.03,386,14193,90,0,C3-JD-24
5BA2E674-0000-07B3-3135-333734303637,KZ-1,KZ,0.11,0.03,0.03,0.03,386,14193,90,0,C3-JD-24
5BA2E674-0000-07BA-3135-333734303637,KZ-1,KZ,0.11,0.03,0.03,0.03,386,14193,90,0,C3-JD-24
5BA2E674-0000-07C1-3135-333734303637,KZ-1,KZ,0.11,0.03,0.03,0.03,386,14193,90,0,C3-JD-24
5BA1937B-0000-2AC9-3135-333733343130,KZ-1,KZ,0.11,0.03,0.03,0.03,14189,740,90,0,C3-JD-24
5BA1937B-0000-2ACD-3135-333733343130,KZ-1,KZ,0.11,0.03,0.03,0.03,14189,740,90,0,C3-JD-24
5BA1937B-0000-2AD1-3135-333733343130,KZ-1,KZ,0.11,0.03,0.03,0.03,14189,740,90,0,C3-JD-24
5BA1937B-0000-2AD5-3135-333733343130,KZ-1,KZ,0.11,0.03,0.03,0.03,14189,740,90,0,C3-JD-24
5BA1937B-0000-2AD9-3135-333733343130,KZ-1,KZ,0.11,0.03,0.03,0.03,14189,740,90,0,C3-JD-24
5BA1937B-0000-17AE-3135-333733323632,KZ-1,KZ,0.11,0.03,0.03,0.03,14189,741,90,0,C3-JD-24
5BA1937B-0000-39B0-3135-333733343330,KZ-1001,PLATE,0.11,0.03,0.03,0.03,14193,386,90,0.01,C3-JD-24
5BA1937B-0000-39B4-3135-333733343330,KZ-1001,PLATE,0.11,0.03,0.03,0.03,14193,386,90,0.01,C3-JD-24
5BA1937B-0000-39B8-3135-333733343330,KZ-1001,PLATE,0.11,0.03,0.03,0.03,14193,386,90,0.01,C3-JD-24
5BA1937B-0000-39BC-3135-333733343330,KZ-1001,PLATE,0.11,0.03,0.03,0.03,14193,386,90,0.01,C3-JD-24
5BA1937B-0000-39C0-3135-333733343330,KZ-1001,PLATE,0.11,0.03,0.03,0.03,14193,386,90,0.01,C3-JD-24
5BA1937B-0000-39C4-3135-333733343330,KZ-1001,PLATE,0.11,0.03,0.03,0.03,14193,386,90,0.01,C3-JD-24
5BA1937B-0000-39C8-3135-333733343330,KZ-1001,PLATE,0.11,0.03,0.03,0.03,14193,386,90,0.01,C3-JD-24
5BA1937B-0000-39CC-3135-333733343330,KZ-1001,PLATE,0.11,0.03,0.03,0.03,14193,386,90,0.01,C3-JD-24
5BA1937B-0000-39D0-3135-333733343330,KZ-1001,PLATE,0.11,0.03,0.03,0.03,13958,3360,90,0,C3-JD-24
5BA1937B-0000-39D4-3135-333733343330,KZ-1001,PLATE,0.11,0.03,0.03,0.03,13958,3360,90,0,C3-JD-24
5BA1937B-0000-39DC-3135-333733343330,KZ-1001,PLATE,0.11,0.03,0.03,0.03,13958,3360,90,0,C3-JD-24
5BA1937B-0000-39E0-3135-333733343330,KZ-1001,PLATE,0.11,0.03,0.03,0.03,13958,3360,90,0,C3-JD-24
5BA1937B-0000-179A-3135-333733323632,KZ-1,KZ,0.11,0.03,0.03,0.03,14189,741,90,0,C3-JD-24
5BA1937B-0000-179F-3135-333733323632,KZ-1,KZ,0.11,0.03,0.03,0.03,14189,741,90,0,C3-JD-24
5BA1937B-0000-1790-3135-333733323632,KZ-1,KZ,0.11,0.03,0.03,0.03,14189,741,90,0,C3-JD-24
5BA1937B-0000-1795-3135-333733323632,KZ-1,KZ,0.11,0.03,0.03,0.03,14189,741,90,0,C3-JD-24
5BA1937B-0000-4460-3135-333733343537,KZ-1,KZ,0.11,0.03,0.03,0.03,14189,741,90,0,C3-JD-24
5BA1937B-0000-4464-3135-333733343537,KZ-1,KZ,0.11,0.03,0.03,0.03,14189,741,90,0,C3-JD-24
5BEB8618-0000-05F6-3135-343231383031,KZ-1001,PLATE,0.11,0.03,0.03,0.03,1897,14154,90,0,C3-JD-24
5BEB8618-0000-076A-3135-343231383034,KZ-1001,PLATE,0.11,0.03,0.03,0.03,1897,14154,90,0,C3-JD-24
5C0EFE7D-0000-0564-3135-343434393236,MXP-375,MXP,178.95,1.75,1.54,1.54,446744,483282,418679,0,C3-JD-24
5CAFD552-0000-04E4-3135-353530333337,MXP-36,MXP,135.23,0.6,1.25,1.25,433406,84902,398643,0,C3-JD-24
5CAFD552-0000-04E9-3135-353530333337,MXP-35,MXP,94.27,0.43,0.88,0.88,304869,59707,280825,0,C3-JD-24
5D9BD4BD-0000-8E1A-3135-373035383234,ZRP-6,ZRP,23.22,0.33,0.33,0.33,70846,14085,87600,0,C3-JD-24
5D9BD4BD-0000-8E1D-3135-373035383234,ZRP-6,ZRP,23.22,0.33,0.33,0.33,70846,14085,87600,0,C3-JD-24
5D9BD4BD-0000-8E2C-3135-373035383234,ZRP-6,ZRP,23.22,0.33,0.33,0.33,70846,14085,87600,0,C3-JD-24
5D9BD4BD-0000-8E2F-3135-373035383234,ZRP-57,ZRP,8.44,0.09,0.13,0.13,6813,53887,6290,0,C3-JD-24
5D9BD4BD-0000-8E12-3135-373035383234,ZRP-57,ZRP,8.44,0.09,0.13,0.13,6813,53906,6290,0,C3-JD-24
5D9BD4BD-0000-8E16-3135-373035383234,ZRP-57,ZRP,8.44,0.09,0.13,0.13,6813,53886,6290,0,C3-JD-24
5D9BD4BD-0000-8E20-3135-373035383234,ZRP-57,ZRP,8.44,0.09,0.13,0.13,6813,53907,6290,0,C3-JD-24
5D9BD4BD-0000-8E23-3135-373035383234,ZRP-57,ZRP,8.44,0.09,0.13,0.13,6813,53907,6300,0,C3-JD-24
5D9BD4BD-0000-8E26-3135-373035383234,ZRP-57,ZRP,8.44,0.09,0.13,0.13,6813,53907,6300,0,C3-JD-24
5D9BD4BD-0000-8E29-3135-373035383234,ZRP-6,ZRP,23.22,0.33,0.33,0.33,70846,14085,87600,0,C3-JD-24
5D9BD4BD-0000-8E32-3135-373035383234,ZRP-57,ZRP,8.44,0.09,0.13,0.13,6813,53887,6300,0,C3-JD-24
5D9BD4BD-0000-8E35-3135-373035383234,ZRP-57,ZRP,8.44,0.09,0.13,0.13,6813,53887,6300,0,C3-JD-24
5D9BD4BD-0000-64A2-3135-373035323235,DJZP-15,PLATE,2.05,0.03,0.06,0.06,26150,2950,900,0.03,C3-JD-24
5D9BD4BD-0000-64A5-3135-373035323235,DJZP-14,PLATE,2.01,0.03,0.06,0.06,25610,2890,900,0.03,C3-JD-24
5D9BD4BD-0000-64A8-3135-373035323235,DJZP-15,PLATE,2.05,0.03,0.06,0.06,26150,2950,900,0.03,C3-JD-24
5D9BD4BD-0000-64AB-3135-373035323235,DJZP-14,PLATE,2.01,0.03,0.06,0.06,25610,2890,900,0.03,C3-JD-24
5D9BD4BD-0000-64AE-3135-373035323235,DJZP-9,PLATE,15.7,0.42,0.42,0.42,2000,10025,200000,0,C3-JD-24
5D9BD4BD-0000-64B3-3135-373035323235,DJZP-12,PLATE,10.53,0.3,0.3,0.3,898,15024,134142,0,C3-JD-24
5D9BD4BD-0000-64BC-3135-373035323235,DJZP-11,PLATE,10.51,0.3,0.3,0.3,895,14986,133942,0,C3-JD-24
5D9BD4BD-0000-64C5-3135-373035323235,DJZP-15,PLATE,2.05,0.03,0.06,0.06,26150,2950,900,0.03,C3-JD-24
5D9BD4BD-0000-64C8-3135-373035323235,DJZP-14,PLATE,2.01,0.03,0.06,0.06,25610,2890,900,0.03,C3-JD-24
5D9BD4BD-0000-64CB-3135-373035323235,DJZP-15,PLATE,2.05,0.03,0.06,0.06,26150,2950,900,0.03,C3-JD-24
5D9BD4BD-0000-64CE-3135-373035323235,DJZP-14,PLATE,2.01,0.03,0.06,0.06,25610,2890,900,0.03,C3-JD-24
5D9BD4BD-0000-64D1-3135-373035323235,DJZP-5,PLATE,102.95,1.42,2.26,2.26,7123,1092904,28712,0.01,C3-JD-24
5D9BD4BD-0000-64D8-3135-373035323235,DJZP-9,PLATE,15.7,0.42,0.42,0.42,2000,10025,200000,0,C3-JD-24
5D9BD4BD-0000-64DD-3135-373035323235,DJZP-10,PLATE,12.65,0.36,0.36,0.36,898,18024,161142,0,C3-JD-24
5D9BD4BD-0000-64E6-3135-373035323235,DJZP-13,PLATE,12.63,0.36,0.36,0.36,895,17986,160942,0,C3-JD-24
5D9BD4BD-0000-64EF-3135-373035323235,DJZP-15,PLATE,2.05,0.03,0.06,0.06,26150,2950,900,0.03,C3-JD-24
5D9BD4BD-0000-64F2-3135-373035323235,DJZP-14,PLATE,2.01,0.03,0.06,0.06,25610,2890,900,0.03,C3-JD-24
5D9BD4BD-0000-64F5-3135-373035323235,DJZP-15,PLATE,2.05,0.03,0.06,0.06,26150,2950,900,0.03,C3-JD-24
5D9BD4BD-0000-64F8-3135-373035323235,DJZP-14,PLATE,2.01,0.03,0.06,0.06,25610,2890,900,0.03,C3-JD-24
5D9BD4BD-0000-64FB-3135-373035323235,DJZP-9,PLATE,15.7,0.42,0.42,0.42,2000,10025,200000,0,C3-JD-24
5D9BD4BD-0000-65A7-3135-373035323235,DJZP-13,PLATE,12.63,0.36,0.36,0.36,895,17986,160942,0,C3-JD-24
5D9BD4BD-0000-65B0-3135-373035323235,DJZP-15,PLATE,2.05,0.03,0.06,0.06,26150,2950,900,0.03,C3-JD-24
5D9BD4BD-0000-65B3-3135-373035323235,DJZP-14,PLATE,2.01,0.03,0.06,0.06,25610,2890,900,0.03,C3-JD-24
5D9BD4BD-0000-65B6-3135-373035323235,DJZP-15,PLATE,2.05,0.03,0.06,0.06,26150,2950,900,0.03,C3-JD-24
5D9BD4BD-0000-65B9-3135-373035323235,DJZP-14,PLATE,2.01,0.03,0.06,0.06,25610,2890,900,0.03,C3-JD-24
5D9BD4BD-0000-65BC-3135-373035323235,DJZP-6,PLATE,88.49,1.17,1.94,1.94,7123,939375,23699,0.01,C3-JD-24
5D9BD4BD-0000-65C3-3135-373035323235,DJZP-9,PLATE,15.7,0.42,0.42,0.42,2000,10025,200000,0,C3-JD-24
5D9BD4BD-0000-65C8-3135-373035323235,DJZP-12,PLATE,10.53,0.3,0.3,0.3,898,15022,134142,0,C3-JD-24
5D9BD4BD-0000-65D1-3135-373035323235,DJZP-11,PLATE,10.51,0.3,0.3,0.3,895,14990,133942,0,C3-JD-24
5D9BD4BD-0000-65DA-3135-373035323235,DJZP-15,PLATE,2.05,0.03,0.06,0.06,26150,2950,900,0.03,C3-JD-24
5D9BD4BD-0000-65DD-3135-373035323235,DJZP-14,PLATE,2.01,0.03,0.06,0.06,25610,2890,900,0.03,C3-JD-24
5D9BD4BD-0000-65E0-3135-373035323235,DJZP-15,PLATE,2.05,0.03,0.06,0.06,26150,2950,900,0.03,C3-JD-24
5D9BD4BD-0000-65E3-3135-373035323235,DJZP-14,PLATE,2.01,0.03,0.06,0.06,25610,2890,900,0.03,C3-JD-24
5D9BD4BD-0000-65E6-3135-373035323235,DJZP-9,PLATE,15.7,0.42,0.42,0.42,2000,10025,200000,0,C3-JD-24
5D9BD4BD-0000-65EB-3135-373035323235,DJZP-12,PLATE,10.53,0.3,0.3,0.3,898,15022,134142,0,C3-JD-24
5D9BD4BD-0000-65F4-3135-373035323235,DJZP-11,PLATE,10.51,0.3,0.3,0.3,895,14990,133942,0,C3-JD-24
5D9BD4BD-0000-65FD-3135-373035323235,DJZP-15,PLATE,2.05,0.03,0.06,0.06,26150,2950,900,0.03,C3-JD-24
5D9BD4BD-0000-66A0-3135-373035323235,DJZP-14,PLATE,2.01,0.03,0.06,0.06,25610,2890,900,0.03,C3-JD-24
5D9BD4BD-0000-66A3-3135-373035323235,DJZP-8,PLATE,109.23,1.55,2.4,2.4,7123,1159562,31227,0.01,C3-JD-24
5D9BD4BD-0000-66AE-3135-373035323235,DJZP-9,PLATE,15.7,0.42,0.42,0.42,2000,10025,200000,0,C3-JD-24
5D9BD4BD-0000-66B3-3135-373035323235,DJZP-10,PLATE,12.65,0.36,0.36,0.36,898,18022,161142,0,C3-JD-24
5D9BD4BD-0000-66BC-3135-373035323235,DJZP-13,PLATE,12.63,0.36,0.36,0.36,895,17990,160942,0,C3-JD-24
5D9BD4BD-0000-66C5-3135-373035323235,DJZP-15,PLATE,2.05,0.03,0.06,0.06,26150,2950,900,0.03,C3-JD-24
5D9BD4BD-0000-66C8-3135-373035323235,DJZP-14,PLATE,2.01,0.03,0.06,0.06,25610,2890,900,0.03,C3-JD-24
5D9BD4BD-0000-66CB-3135-373035323235,DJZP-15,PLATE,2.05,0.03,0.06,0.06,26150,2950,900,0.03,C3-JD-24
5D9BD4BD-0000-66CE-3135-373035323235,DJZP-14,PLATE,2.01,0.03,0.06,0.06,25610,2890,900,0.03,C3-JD-24
5D9BD4BD-0000-66D1-3135-373035323235,DJZP-9,PLATE,15.7,0.42,0.42,0.42,2000,10025,200000,0,C3-JD-24
5D9BD4BD-0000-66D6-3135-373035323235,DJZP-10,PLATE,12.65,0.36,0.36,0.36,898,18022,161142,0,C3-JD-24
5D9BD4BD-0000-66DF-3135-373035323235,DJZP-13,PLATE,12.63,0.36,0.36,0.36,895,17990,160942,0,C3-JD-24
5D9BD4BD-0000-66E8-3135-373035323235,DJZP-15,PLATE,2.05,0.03,0.06,0.06,26150,2950,900,0.03,C3-JD-24
5D9BD4BD-0000-66EB-3135-373035323235,DJZP-14,PLATE,2.01,0.03,0.06,0.06,25610,2890,900,0.03,C3-JD-24
5D9BD4BD-0000-66EE-3135-373035323235,DJZP-15,PLATE,2.05,0.03,0.06,0.06,26150,2950,900,0.03,C3-JD-24
5D9BD4BD-0000-66F1-3135-373035323235,DJZP-14,PLATE,2.01,0.03,0.06,0.06,25610,2890,900,0.03,C3-JD-24
5D9BD4BD-0000-66F4-3135-373035323235,ZRP-6,ZRP,23.22,0.33,0.33,0.33,70846,14085,87600,0,C3-JD-24
5D9BD4BD-0000-66F7-3135-373035323235,ZRP-6,ZRP,23.22,0.33,0.33,0.33,70846,14085,87600,0,C3-JD-24
5D9BD4BD-0000-66FA-3135-373035323235,ZRP-6,ZRP,23.22,0.33,0.33,0.33,70846,14085,87600,0,C3-JD-24
5D9BD4BD-0000-66FD-3135-373035323235,ZRP-6,ZRP,23.22,0.33,0.33,0.33,70846,14085,87600,0,C3-JD-24
5D9BD4BD-0000-67A2-3135-373035323235,HGP-84,HGP,9.04,0.12,0.25,0.25,115179,1496,7880,0.12,C3-JD-24
5D9BD4BD-0000-67A6-3135-373035323235,HGP-344,HGP,2.15,0.03,0.06,0.06,27396,1500,1890,0.03,C3-JD-24
5D9BD4BD-0000-67AA-3135-373035323235,HGP-85,HGP,8.35,0.11,0.23,0.23,106341,1396,7865,0.11,C3-JD-24
5D9BD4BD-0000-67AE-3135-373035323235,HGP-91,HGP,1.93,0.03,0.06,0.06,24547,1396,1882,0.02,C3-JD-24
5D9BD4BD-0000-67B2-3135-373035323235,HGP-333,HGP,13.92,0.18,0.38,0.38,177388,1496,11890,0.18,C3-JD-24
5D9BD4BD-0000-67B5-3135-373035323235,HGP-258,HGP,14.51,0.19,0.4,0.4,184896,1500,12390,0.18,C3-JD-24
5D9BD4BD-0000-67B8-3135-373035323235,HGP-86,HGP,12.92,0.17,0.36,0.36,164540,1396,11881,0.16,C3-JD-24
5D9BD4BD-0000-67BB-3135-373035323235,HGP-87,HGP,13.47,0.17,0.37,0.37,171547,1396,12382,0.17,C3-JD-24
5D9BD4BD-0000-67BE-3135-373035323235,HGP-212,HGP,12.44,0.16,0.34,0.34,158495,1396,11390,0.16,C3-JD-24
5D9BD4BD-0000-67C1-3135-373035323235,HGP-126,HGP,2.55,0.03,0.07,0.07,32508,1400,2390,0.03,C3-JD-24
5D9BD4BD-0000-67C4-3135-373035323235,HGP-124,HGP,12.99,0.17,0.36,0.36,165506,1400,11890,0.17,C3-JD-24
5D9BD4BD-0000-642C-3135-373035323235,DJZP-3,PLATE,103.63,1.42,2.27,2.27,7123,1100083,28723,0.01,C3-JD-24
5D9BD4BD-0000-643C-3135-373035323235,DJZP-1,PLATE,110.9,1.55,2.43,2.43,7123,1177257,31243,0.01,C3-JD-24
5D9BD4BD-0000-644C-3135-373035323235,DJZP-3,PLATE,103.63,1.42,2.27,2.27,7123,1100083,28723,0.01,C3-JD-24
5D9BD4BD-0000-645C-3135-373035323235,DJZP-1,PLATE,110.9,1.55,2.43,2.43,7123,1177257,31243,0.01,C3-JD-24
5D9BD4BD-0000-648B-3135-373035323235,DJZP-9,PLATE,15.7,0.42,0.42,0.42,2000,10025,200000,0,C3-JD-24
5D9BD4BD-0000-651B-3135-373035323235,DJZP-14,PLATE,2.01,0.03,0.06,0.06,25610,2890,900,0.03,C3-JD-24
5D9BD4BD-0000-651E-3135-373035323235,DJZP-7,PLATE,108.14,1.51,2.37,2.37,7123,1148029,30512,0.01,C3-JD-24
5D9BD4BD-0000-652A-3135-373035323235,DJZP-10,PLATE,12.65,0.36,0.36,0.36,898,18024,161142,0,C3-JD-24
5D9BD4BD-0000-653C-3135-373035323235,DJZP-15,PLATE,2.05,0.03,0.06,0.06,26150,2950,900,0.03,C3-JD-24
5D9BD4BD-0000-653F-3135-373035323235,DJZP-14,PLATE,2.01,0.03,0.06,0.06,25610,2890,900,0.03,C3-JD-24
5D9BD4BD-0000-654D-3135-373035323235,DJZP-10,PLATE,12.65,0.36,0.36,0.36,898,18024,161142,0,C3-JD-24
5D9BD4BD-0000-655F-3135-373035323235,DJZP-15,PLATE,2.05,0.03,0.06,0.06,26150,2950,900,0.03,C3-JD-24
5D9BD4BD-0000-656B-3135-373035323235,DJZP-8,PLATE,109.23,1.55,2.4,2.4,7123,1159562,31227,0.01,C3-JD-24
5D9BD4BD-0000-657B-3135-373035323235,DJZP-10,PLATE,12.65,0.36,0.36,0.36,898,18024,161142,0,C3-JD-24
5D9BD4BD-0000-658D-3135-373035323235,DJZP-15,PLATE,2.05,0.03,0.06,0.06,26150,2950,900,0.03,C3-JD-24
5D9BD4BD-0000-659E-3135-373035323235,DJZP-10,PLATE,12.65,0.36,0.36,0.36,898,18024,161142,0,C3-JD-24
5D9BD4BD-0000-661E-3135-373035323235,DJZP-13,PLATE,12.63,0.36,0.36,0.36,895,17990,160942,0,C3-JD-24
5D9BD4BD-0000-662A-3135-373035323235,DJZP-14,PLATE,2.01,0.03,0.06,0.06,25610,2890,900,0.03,C3-JD-24
5D9BD4BD-0000-662D-3135-373035323235,DJZP-15,PLATE,2.05,0.03,0.06,0.06,26150,2950,900,0.03,C3-JD-24
5D9BD4BD-0000-664A-3135-373035323235,DJZP-15,PLATE,2.05,0.03,0.06,0.06,26150,2950,900,0.03,C3-JD-24
5D9BD4BD-0000-664D-3135-373035323235,DJZP-14,PLATE,2.01,0.03,0.06,0.06,25610,2890,900,0.03,C3-JD-24
5D9BD4BD-0000-665D-3135-373035323235,DJZP-9,PLATE,15.7,0.42,0.42,0.42,2000,10025,200000,0,C3-JD-24
5D9BD4BD-0000-666B-3135-373035323235,DJZP-13,PLATE,12.63,0.36,0.36,0.36,895,17990,160942,0,C3-JD-24
5D9BD4BD-0000-667A-3135-373035323235,DJZP-15,PLATE,2.05,0.03,0.06,0.06,26150,2950,900,0.03,C3-JD-24
5D9BD4BD-0000-667D-3135-373035323235,DJZP-14,PLATE,2.01,0.03,0.06,0.06,25610,2890,900,0.03,C3-JD-24
5D9BD4BD-0000-668E-3135-373035323235,DJZP-13,PLATE,12.63,0.36,0.36,0.36,895,17990,160942,0,C3-JD-24
5D9BD4BD-0000-669A-3135-373035323235,DJZP-14,PLATE,2.01,0.03,0.06,0.06,25610,2890,900,0.03,C3-JD-24
5D9BD4BD-0000-669D-3135-373035323235,DJZP-15,PLATE,2.05,0.03,0.06,0.06,26150,2950,900,0.03,C3-JD-24
5D9BD4BD-0000-670C-3135-373035323235,ZRP-57,ZRP,8.44,0.09,0.13,0.13,6813,53907,6300,0,C3-JD-24
5D9BD4BD-0000-670F-3135-373035323235,ZRP-57,ZRP,8.44,0.09,0.13,0.13,6813,53907,6300,0,C3-JD-24
5D9BD4BD-0000-671B-3135-373035323235,ZRP-6,ZRP,23.22,0.33,0.33,0.33,70846,14085,87600,0,C3-JD-24
5D9BD4BD-0000-672A-3135-373035323235,ZRP-57,ZRP,8.44,0.09,0.13,0.13,6813,53907,6300,0,C3-JD-24
5D9BD4BD-0000-672D-3135-373035323235,ZRP-57,ZRP,8.44,0.09,0.13,0.13,6813,53907,6300,0,C3-JD-24
5D9BD4BD-0000-673C-3135-373035323235,ZRP-57,ZRP,8.44,0.09,0.13,0.13,6813,53887,6290,0,C3-JD-24
5D9BD4BD-0000-673F-3135-373035323235,ZRP-57,ZRP,8.44,0.09,0.13,0.13,6813,53887,6300,0,C3-JD-24
5D9BD4BD-0000-674B-3135-373035323235,ZRP-57,ZRP,8.44,0.09,0.13,0.13,6813,53887,6300,0,C3-JD-24
5D9BD4BD-0000-676C-3135-373035323235,HGP-124,HGP,12.99,0.17,0.36,0.36,165498,1400,11890,0.17,C3-JD-24
5D9BD4BD-0000-677C-3135-373035323235,HGP-85,HGP,8.35,0.11,0.23,0.23,106341,1396,7865,0.11,C3-JD-24
5D9BD4BD-0000-678A-3135-373035323235,HGP-86,HGP,12.92,0.17,0.36,0.36,164540,1396,11881,0.16,C3-JD-24
5D9BD4BD-0000-678D-3135-373035323235,HGP-87,HGP,13.47,0.17,0.37,0.37,171547,1396,12382,0.17,C3-JD-24
5D9BD4BD-0000-679A-3135-373035323235,HGP-124,HGP,12.99,0.17,0.36,0.36,165498,1396,11890,0.17,C3-JD-24
5D9BD4BD-0000-679E-3135-373035323235,HGP-86,HGP,12.92,0.17,0.36,0.36,164540,1396,11881,0.16,C3-JD-24
5D9BD4BD-0000-6424-3135-373035323235,DJZP-4,PLATE,89.17,1.17,1.95,1.95,7123,946554,23710,0.01,C3-JD-24
5D9BD4BD-0000-6434-3135-373035323235,DJZP-2,PLATE,108.82,1.51,2.38,2.38,7123,1155208,30523,0.01,C3-JD-24
5D9BD4BD-0000-6444-3135-373035323235,DJZP-4,PLATE,89.17,1.17,1.95,1.95,7123,946554,23710,0.01,C3-JD-24
5D9BD4BD-0000-6454-3135-373035323235,DJZP-2,PLATE,108.82,1.51,2.38,2.38,7123,1155208,30523,0.01,C3-JD-24
5D9BD4BD-0000-6464-3135-373035323235,ZRP-57,ZRP,8.44,0.09,0.13,0.13,6813,53906,6290,0,C3-JD-24
5D9BD4BD-0000-6468-3135-373035323235,ZRP-57,ZRP,8.44,0.09,0.13,0.13,6813,53906,6290,0,C3-JD-24
5D9BD4BD-0000-6470-3135-373035323235,ZRP-57,ZRP,8.44,0.09,0.13,0.13,6813,53906,6290,0,C3-JD-24
5D9BD4BD-0000-6474-3135-373035323235,ZRP-57,ZRP,8.44,0.09,0.13,0.13,6813,53886,6290,0,C3-JD-24
5D9BD4BD-0000-6478-3135-373035323235,ZRP-57,ZRP,8.44,0.09,0.13,0.13,6813,53886,6290,0,C3-JD-24
5D9BD4BD-0000-6480-3135-373035323235,ZRP-57,ZRP,8.44,0.09,0.13,0.13,6813,53886,6290,0,C3-JD-24
5D9BD4BD-0000-6484-3135-373035323235,DJZP-6,PLATE,88.49,1.17,1.94,1.94,7123,939375,23699,0.01,C3-JD-24
5D9BD4BD-0000-6490-3135-373035323235,DJZP-12,PLATE,10.53,0.3,0.3,0.3,898,15024,134142,0,C3-JD-24
5D9BD4BD-0000-6499-3135-373035323235,DJZP-11,PLATE,10.51,0.3,0.3,0.3,895,14986,133942,0,C3-JD-24
5D9BD4BD-0000-6500-3135-373035323235,DJZP-10,PLATE,12.65,0.36,0.36,0.36,898,18024,161142,0,C3-JD-24
5D9BD4BD-0000-6509-3135-373035323235,DJZP-13,PLATE,12.63,0.36,0.36,0.36,895,17986,160942,0,C3-JD-24
5D9BD4BD-0000-6512-3135-373035323235,DJZP-15,PLATE,2.05,0.03,0.06,0.06,26150,2950,900,0.03,C3-JD-24
5D9BD4BD-0000-6515-3135-373035323235,DJZP-14,PLATE,2.01,0.03,0.06,0.06,25610,2890,900,0.03,C3-JD-24
5D9BD4BD-0000-6518-3135-373035323235,DJZP-15,PLATE,2.05,0.03,0.06,0.06,26150,2950,900,0.03,C3-JD-24
5D9BD4BD-0000-6525-3135-373035323235,DJZP-9,PLATE,15.7,0.42,0.42,0.42,2000,10025,200000,0,C3-JD-24
5D9BD4BD-0000-6533-3135-373035323235,DJZP-13,PLATE,12.63,0.36,0.36,0.36,895,17986,160942,0,C3-JD-24
5D9BD4BD-0000-6542-3135-373035323235,DJZP-15,PLATE,2.05,0.03,0.06,0.06,26150,2950,900,0.03,C3-JD-24
5D9BD4BD-0000-6545-3135-373035323235,DJZP-14,PLATE,2.01,0.03,0.06,0.06,25610,2890,900,0.03,C3-JD-24
5D9BD4BD-0000-6548-3135-373035323235,DJZP-9,PLATE,15.7,0.42,0.42,0.42,2000,10025,200000,0,C3-JD-24
5D9BD4BD-0000-6556-3135-373035323235,DJZP-13,PLATE,12.63,0.36,0.36,0.36,895,17986,160942,0,C3-JD-24
5D9BD4BD-0000-6562-3135-373035323235,DJZP-14,PLATE,2.01,0.03,0.06,0.06,25610,2890,900,0.03,C3-JD-24
5D9BD4BD-0000-6565-3135-373035323235,DJZP-15,PLATE,2.05,0.03,0.06,0.06,26150,2950,900,0.03,C3-JD-24
5D9BD4BD-0000-6568-3135-373035323235,DJZP-14,PLATE,2.01,0.03,0.06,0.06,25610,2890,900,0.03,C3-JD-24
5D9BD4BD-0000-6576-3135-373035323235,DJZP-9,PLATE,15.7,0.42,0.42,0.42,2000,10025,200000,0,C3-JD-24
5D9BD4BD-0000-6584-3135-373035323235,DJZP-13,PLATE,12.63,0.36,0.36,0.36,895,17986,160942,0,C3-JD-24
5D9BD4BD-0000-6590-3135-373035323235,DJZP-14,PLATE,2.01,0.03,0.06,0.06,25610,2890,900,0.03,C3-JD-24
5D9BD4BD-0000-6593-3135-373035323235,DJZP-15,PLATE,2.05,0.03,0.06,0.06,26150,2950,900,0.03,C3-JD-24
5D9BD4BD-0000-6596-3135-373035323235,DJZP-14,PLATE,2.01,0.03,0.06,0.06,25610,2890,900,0.03,C3-JD-24
5D9BD4BD-0000-6599-3135-373035323235,DJZP-9,PLATE,15.7,0.42,0.42,0.42,2000,10025,200000,0,C3-JD-24
5D9BD4BD-0000-6600-3135-373035323235,DJZP-14,PLATE,2.01,0.03,0.06,0.06,25610,2890,900,0.03,C3-JD-24
5D9BD4BD-0000-6603-3135-373035323235,DJZP-15,PLATE,2.05,0.03,0.06,0.06,26150,2950,900,0.03,C3-JD-24
5D9BD4BD-0000-6606-3135-373035323235,DJZP-14,PLATE,2.01,0.03,0.06,0.06,25610,2890,900,0.03,C3-JD-24
5D9BD4BD-0000-6609-3135-373035323235,DJZP-5,PLATE,102.95,1.42,2.26,2.26,7123,1092904,28712,0.01,C3-JD-24
5D9BD4BD-0000-6610-3135-373035323235,DJZP-9,PLATE,15.7,0.42,0.42,0.42,2000,10025,200000,0,C3-JD-24
5D9BD4BD-0000-6615-3135-373035323235,DJZP-10,PLATE,12.65,0.36,0.36,0.36,898,18022,161142,0,C3-JD-24
5D9BD4BD-0000-6627-3135-373035323235,DJZP-15,PLATE,2.05,0.03,0.06,0.06,26150,2950,900,0.03,C3-JD-24
